Sentence,Sentiment,Tokens
Technopolis  St Petersburg s Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St Petersburg on the base of the St Petersburg Telecommunications University ,neutral,"['Technopolis', 'St', 'Petersburg', 's', 'Telecommunications', 'University', 'and', 'the', 'Russian', 'Support', 'Fund', 'for', 'Legislative', 'Initiatives', 'signed', 'a', 'protocol', 'of', 'intent', 'in', 'May', 'of', 'this', 'year', 'to', 'set', 'up', 'a', 'technopark', 'in', 'St', 'Petersburg', 'on', 'the', 'base', 'of', 'the', 'St', 'Petersburg', 'Telecommunications', 'University']"
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors ,neutral,"['Finnish', 'property', 'investment', 'company', 'Citycon', 'plans', 'to', 'issue', 'directed', 'subordinated', 'convertible', 'bonds', 'to', 'institutional', 'investors']"
Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore ,neutral,"['Aspocomp', 'intends', 'to', 'set', 'up', 'a', 'plant', 'to', 'manufacture', 'printed', 'circuit', 'boards', 'with', 'an', 'investment', 'of', 'Rs310', 'crore']"
If needed  she provides also further information on ferry connections and hotels ,neutral,"['If', 'needed', 'she', 'provides', 'also', 'further', 'information', 'on', 'ferry', 'connections', 'and', 'hotels']"
Both operating profit and turnover for the sixmonth period increased  respectively from EUR0 1 m and EUR29 0 m  as compared to the corresponding period a year ago ,positive,"['Both', 'operating', 'profit', 'and', 'turnover', 'for', 'the', 'sixmonth', 'period', 'increased', 'respectively', 'from', 'EUR0', '1', 'm', 'and', 'EUR29', '0', 'm', 'as', 'compared', 'to', 'the', 'corresponding', 'period', 'a', 'year', 'ago']"
Private equity investor CapMan  the owner of Finnish Lumene cosmetics company  is planning to list Lumene ,neutral,"['Private', 'equity', 'investor', 'CapMan', 'the', 'owner', 'of', 'Finnish', 'Lumene', 'cosmetics', 'company', 'is', 'planning', 'to', 'list', 'Lumene']"
It holds 38 percent of Outokumpu s shares and voting rights  but in 2001 lawmakers gave it permission to reduce the stake to 10 percent ,neutral,"['It', 'holds', '38', 'percent', 'of', 'Outokumpu', 's', 'shares', 'and', 'voting', 'rights', 'but', 'in', '2001', 'lawmakers', 'gave', 'it', 'permission', 'to', 'reduce', 'the', 'stake', 'to', '10', 'percent']"
EXCLUSIVEBP Chinas CNPC to unveil oil alliance  sources,positive,"['EXCLUSIVEBP', 'Chinas', 'CNPC', 'to', 'unveil', 'oil', 'alliance', 'sources']"
Yakima created the position for him after emerging from economic downturns of its own ,neutral,"['Yakima', 'created', 'the', 'position', 'for', 'him', 'after', 'emerging', 'from', 'economic', 'downturns', 'of', 'its', 'own']"
AAPL short some 59249,negative,"['AAPL', 'short', 'some', '59249']"
Lloyds to cut 945 jobs as part of threeyear restructuring strategy,negative,"['Lloyds', 'to', 'cut', '945', 'jobs', 'as', 'part', 'of', 'threeyear', 'restructuring', 'strategy']"
AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing Currently it is the shorts rejoicing,negative,"['AMRN', 'You', 'can', 'many', 'times', 'find', 'top', 'and', 'bottoms', 'when', 'shorts', 'start', 'rejoicing', 'or', 'bulls', 'start', 'rejoicing', 'Currently', 'it', 'is', 'the', 'shorts', 'rejoicing']"
Grounds for the notification  Tiimari Plc 12302010 issued Capital Convertible Loan allocation decision by the Board on 01312011 ,neutral,"['Grounds', 'for', 'the', 'notification', 'Tiimari', 'Plc', '12302010', 'issued', 'Capital', 'Convertible', 'Loan', 'allocation', 'decision', 'by', 'the', 'Board', 'on', '01312011']"
This organization will assume the responsibility for operations in Russia ,neutral,"['This', 'organization', 'will', 'assume', 'the', 'responsibility', 'for', 'operations', 'in', 'Russia']"
The Swedish Maritime Administration has closed the Furusund Channel  which Viking Line normally charters en route to Stockholm ,neutral,"['The', 'Swedish', 'Maritime', 'Administration', 'has', 'closed', 'the', 'Furusund', 'Channel', 'which', 'Viking', 'Line', 'normally', 'charters', 'en', 'route', 'to', 'Stockholm']"
SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14  2008 AT 245 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year ,neutral,"['SSH', 'COMMUNICATIONS', 'SECURITY', 'CORP', 'STOCK', 'EXCHANGE', 'RELEASE', 'OCTOBER', '14', '2008', 'AT', '245', 'PM', 'The', 'Company', 'updates', 'its', 'full', 'year', 'outlook', 'and', 'estimates', 'its', 'results', 'to', 'remain', 'at', 'loss', 'for', 'the', 'full', 'year']"
The buildings  with about 40 condominiums each  will be built in 4 or 5 stages ,neutral,"['The', 'buildings', 'with', 'about', '40', 'condominiums', 'each', 'will', 'be', 'built', 'in', '4', 'or', '5', 'stages']"
Barclays PLC  Lloyds Banking Group PLC Are The 2 Banks Id Buy Today,positive,"['Barclays', 'PLC', 'Lloyds', 'Banking', 'Group', 'PLC', 'Are', 'The', '2', 'Banks', 'Id', 'Buy', 'Today']"
In Finland  Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance ,neutral,"['In', 'Finland', 'Martela', 'offers', 'a', 'comprehensive', 'service', 'that', 'can', 'cover', 'the', 'entire', 'process', 'of', 'change', 'from', 'initial', 'inventory', 'and', 'design', 'to', 'removal', 'and', 'maintenance']"
Tesla Motors recalls 2700 Model X SUVs TSLA httpstcoF55dx4aegI,negative,"['Tesla', 'Motors', 'recalls', '2700', 'Model', 'X', 'SUVs', 'TSLA', 'httpstcoF55dx4aegI']"
The company s board of directors will propose a dividend of EUR 014 for 2008 at the annual general meeting ,neutral,"['The', 'company', 's', 'board', 'of', 'directors', 'will', 'propose', 'a', 'dividend', 'of', 'EUR', '014', 'for', '2008', 'at', 'the', 'annual', 'general', 'meeting']"
The last job losses related to these reductions will take place during 2010 ,neutral,"['The', 'last', 'job', 'losses', 'related', 'to', 'these', 'reductions', 'will', 'take', 'place', 'during', '2010']"
Sold out TZA 45 PUT down 1 which were hedging my 45 CALL Letting the calls ride solo now,positive,"['Sold', 'out', 'TZA', '45', 'PUT', 'down', '1', 'which', 'were', 'hedging', 'my', '45', 'CALL', 'Letting', 'the', 'calls', 'ride', 'solo', 'now']"
Shares in Royal and Sun Alliance continued to slide back from a 12month high of 172p last month  after a potential suitor ruled itself out of a takeover bid ,negative,"['Shares', 'in', 'Royal', 'and', 'Sun', 'Alliance', 'continued', 'to', 'slide', 'back', 'from', 'a', '12month', 'high', 'of', '172p', 'last', 'month', 'after', 'a', 'potential', 'suitor', 'ruled', 'itself', 'out', 'of', 'a', 'takeover', 'bid']"
Vegastrader66 Looks like good entry for QIHU here,positive,"['Vegastrader66', 'Looks', 'like', 'good', 'entry', 'for', 'QIHU', 'here']"
Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo  southern Finland ,neutral,"['Iso', 'Omena', 'is', 'based', 'in', 'the', 'Matinkyla', 'district', 'of', 'the', 'southern', 'part', 'of', 'the', 'city', 'of', 'Espoo', 'southern', 'Finland']"
Furthermore  efficiency improvement measures initiated earlier are now bearing fruit   CEO Jan Lang said ,positive,"['Furthermore', 'efficiency', 'improvement', 'measures', 'initiated', 'earlier', 'are', 'now', 'bearing', 'fruit', 'CEO', 'Jan', 'Lang', 'said']"
LCS s services cover the whole life cycle of software and information systems  from process modelling and tailored software development  to hosting services  solution management  maintenance and support ,neutral,"['LCS', 's', 'services', 'cover', 'the', 'whole', 'life', 'cycle', 'of', 'software', 'and', 'information', 'systems', 'from', 'process', 'modelling', 'and', 'tailored', 'software', 'development', 'to', 'hosting', 'services', 'solution', 'management', 'maintenance', 'and', 'support']"
Other shareholder entitlements became effective today ,neutral,"['Other', 'shareholder', 'entitlements', 'became', 'effective', 'today']"
YHOO making new HOD,positive,"['YHOO', 'making', 'new', 'HOD']"
Recovery has been evident in the liquid handling business  particularly in areas outside Europe and primarily in North America and Asia ,positive,"['Recovery', 'has', 'been', 'evident', 'in', 'the', 'liquid', 'handling', 'business', 'particularly', 'in', 'areas', 'outside', 'Europe', 'and', 'primarily', 'in', 'North', 'America', 'and', 'Asia']"
The company operates power plants in the Tyumen and Chelyabinsk regions and in the KhantyMansi Autonomous District ,neutral,"['The', 'company', 'operates', 'power', 'plants', 'in', 'the', 'Tyumen', 'and', 'Chelyabinsk', 'regions', 'and', 'in', 'the', 'KhantyMansi', 'Autonomous', 'District']"
In the Baltic countries  sales fell by 402   and in Russia  by 232  in terms of euros  and by 107  in terms of local currency ,neutral,"['In', 'the', 'Baltic', 'countries', 'sales', 'fell', 'by', '402', 'and', 'in', 'Russia', 'by', '232', 'in', 'terms', 'of', 'euros', 'and', 'by', '107', 'in', 'terms', 'of', 'local', 'currency']"
Cash flow from operations in JanuaryDecember 2008 was a negative EUR 181 mn compared to EUR 390 mn in the corresponding period in 2007 ,neutral,"['Cash', 'flow', 'from', 'operations', 'in', 'JanuaryDecember', '2008', 'was', 'a', 'negative', 'EUR', '181', 'mn', 'compared', 'to', 'EUR', '390', 'mn', 'in', 'the', 'corresponding', 'period', 'in', '2007']"
The Finnish national carrier said net loss in April through June was euro26 million  down from a net profit of euro13 million a year earlier ,neutral,"['The', 'Finnish', 'national', 'carrier', 'said', 'net', 'loss', 'in', 'April', 'through', 'June', 'was', 'euro26', 'million', 'down', 'from', 'a', 'net', 'profit', 'of', 'euro13', 'million', 'a', 'year', 'earlier']"
The tightened competition situation in the production automation market has affected net sales during 2006  Cencorp said ,neutral,"['The', 'tightened', 'competition', 'situation', 'in', 'the', 'production', 'automation', 'market', 'has', 'affected', 'net', 'sales', 'during', '2006', 'Cencorp', 'said']"
3star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on NTAP,positive,"['3star', 'analyst', 'Joe', 'Wittine', 'from', 'Longbow', 'Research', 'reiterated', 'a', 'HOLD', 'rating', 'on', 'NTAP']"
Our standardised services have met with a positive reception among our customers as well as at Itella ,positive,"['Our', 'standardised', 'services', 'have', 'met', 'with', 'a', 'positive', 'reception', 'among', 'our', 'customers', 'as', 'well', 'as', 'at', 'Itella']"
The Kyroskoski investment is to be completed in late 2011 and the nekoski investment in the spring of 2012 ,neutral,"['The', 'Kyroskoski', 'investment', 'is', 'to', 'be', 'completed', 'in', 'late', '2011', 'and', 'the', 'nekoski', 'investment', 'in', 'the', 'spring', 'of', '2012']"
The Group s cash flow from operations will be positive ,positive,"['The', 'Group', 's', 'cash', 'flow', 'from', 'operations', 'will', 'be', 'positive']"
7 March 2011  Finnish IT company Digia Oyj HEL  DIG1V announced today an agreement with mobilephone major Nokia Oyj HEL  NOK1V to acquire the commercial licensing and service business related to Nokia s Qt technology ,positive,"['7', 'March', '2011', 'Finnish', 'IT', 'company', 'Digia', 'Oyj', 'HEL', 'DIG1V', 'announced', 'today', 'an', 'agreement', 'with', 'mobilephone', 'major', 'Nokia', 'Oyj', 'HEL', 'NOK1V', 'to', 'acquire', 'the', 'commercial', 'licensing', 'and', 'service', 'business', 'related', 'to', 'Nokia', 's', 'Qt', 'technology']"
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 ,negative,"['Operating', 'loss', 'totaled', 'EUR', '25mn', 'compared', 'to', 'a', 'profit', 'of', 'EUR', '63mn', 'in', 'the', 'corresponding', 'period', 'in', '2005']"
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive,"['Renewed', 'AB', 'InBev', 'Bid', 'for', 'SABMiller', 'Ups', 'Stake', 'in', 'Beer', 'Battle']"
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki s construction and engineering divisions are to further improve and adjust their operations in Finland ,positive,"['Rautaruukki', 'Corporation', 'Stock', 'exchange', 'release', '3', 'December', '2009', 'at', '12', 'noon', 'Ruukki', 's', 'construction', 'and', 'engineering', 'divisions', 'are', 'to', 'further', 'improve', 'and', 'adjust', 'their', 'operations', 'in', 'Finland']"
Etteplan targets to employ at least 20 people in Borlnge ,positive,"['Etteplan', 'targets', 'to', 'employ', 'at', 'least', '20', 'people', 'in', 'Borlnge']"
Thanks to its extensive industry and operations experience  Cybercom offers strategic and technological expertise to these markets  telecom  industry  media  public sector  retail  and banking and financial services ,neutral,"['Thanks', 'to', 'its', 'extensive', 'industry', 'and', 'operations', 'experience', 'Cybercom', 'offers', 'strategic', 'and', 'technological', 'expertise', 'to', 'these', 'markets', 'telecom', 'industry', 'media', 'public', 'sector', 'retail', 'and', 'banking', 'and', 'financial', 'services']"
FB  rejecting HIGHS shortableat 109,negative,"['FB', 'rejecting', 'HIGHS', 'shortableat', '109']"
Why AstraZeneca plc  Dixons Carphone PLC Are RedHot Growth Stars,positive,"['Why', 'AstraZeneca', 'plc', 'Dixons', 'Carphone', 'PLC', 'Are', 'RedHot', 'Growth', 'Stars']"
Finnish automation solutions developer Cencorp Corporation  OMX Helsinki  CNC1V  issued on Thursday  18 September  a profit warning for the third quarter of 2008 ,neutral,"['Finnish', 'automation', 'solutions', 'developer', 'Cencorp', 'Corporation', 'OMX', 'Helsinki', 'CNC1V', 'issued', 'on', 'Thursday', '18', 'September', 'a', 'profit', 'warning', 'for', 'the', 'third', 'quarter', 'of', '2008']"
Secure your files online Like filling out a tax return  making a backup is boring ,neutral,"['Secure', 'your', 'files', 'online', 'Like', 'filling', 'out', 'a', 'tax', 'return', 'making', 'a', 'backup', 'is', 'boring']"
COST short finally making gains I will take half my gains at 147,negative,"['COST', 'short', 'finally', 'making', 'gains', 'I', 'will', 'take', 'half', 'my', 'gains', 'at', '147']"
NEON oversold,positive,"['NEON', 'oversold']"
The situation of coated magazine printing paper will continue to be weak ,negative,"['The', 'situation', 'of', 'coated', 'magazine', 'printing', 'paper', 'will', 'continue', 'to', 'be', 'weak']"
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia ,positive,"['Stockmann', 'MasterCard', 'has', 'widened', 'the', 'scope', 'of', 'this', 'cooperation', 'to', 'Estonia', 'and', 'Latvia']"
EUR 1524 mn of this was net interest income ,neutral,"['EUR', '1524', 'mn', 'of', 'this', 'was', 'net', 'interest', 'income']"
In the third quarter of 2007  net sales totaled EUR 2595 mn  and operating profit EUR 388 mn ,neutral,"['In', 'the', 'third', 'quarter', 'of', '2007', 'net', 'sales', 'totaled', 'EUR', '2595', 'mn', 'and', 'operating', 'profit', 'EUR', '388', 'mn']"
Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 11 mln euro  14 mln net profit in the fiscal 200506  ended August 31  2006  from a 249000 euro  319000 net loss in the fiscal 200405 ,positive,"['Finnish', 'pulp', 'and', 'paper', 'machinery', 'maker', 'Vaahto', 'Group', 'Oyj', 'swung', 'to', 'a', '11', 'mln', 'euro', '14', 'mln', 'net', 'profit', 'in', 'the', 'fiscal', '200506', 'ended', 'August', '31', '2006', 'from', 'a', '249000', 'euro', '319000', 'net', 'loss', 'in', 'the', 'fiscal', '200405']"
Swedbank s shares have been hardest hit of the Swedish banks by the ongoing international financial crisis ,negative,"['Swedbank', 's', 'shares', 'have', 'been', 'hardest', 'hit', 'of', 'the', 'Swedish', 'banks', 'by', 'the', 'ongoing', 'international', 'financial', 'crisis']"
Finnish silicon wafers maker Okmetic Oyj said on September 17  2008 that it will invest a total of 15 mln euro  213 mln in its sensor wafer business ,neutral,"['Finnish', 'silicon', 'wafers', 'maker', 'Okmetic', 'Oyj', 'said', 'on', 'September', '17', '2008', 'that', 'it', 'will', 'invest', 'a', 'total', 'of', '15', 'mln', 'euro', '213', 'mln', 'in', 'its', 'sensor', 'wafer', 'business']"
The contracts between Raute Corporation and Muling Kemian Wood Products Co  Ltd  which were announced on 3 November 2010  have taken effect ,neutral,"['The', 'contracts', 'between', 'Raute', 'Corporation', 'and', 'Muling', 'Kemian', 'Wood', 'Products', 'Co', 'Ltd', 'which', 'were', 'announced', 'on', '3', 'November', '2010', 'have', 'taken', 'effect']"
The Nokia Music Store begins trading on Tuesday  selling singles and albums as well as live music streaming ,neutral,"['The', 'Nokia', 'Music', 'Store', 'begins', 'trading', 'on', 'Tuesday', 'selling', 'singles', 'and', 'albums', 'as', 'well', 'as', 'live', 'music', 'streaming']"
BP joins forces with Det Norske in Norway,positive,"['BP', 'joins', 'forces', 'with', 'Det', 'Norske', 'in', 'Norway']"
Tekla provides 3D software for building and infrastructure engineering  with a focus on building information modelling of steel and concrete structures from design to construction ,neutral,"['Tekla', 'provides', '3D', 'software', 'for', 'building', 'and', 'infrastructure', 'engineering', 'with', 'a', 'focus', 'on', 'building', 'information', 'modelling', 'of', 'steel', 'and', 'concrete', 'structures', 'from', 'design', 'to', 'construction']"
In 2009  Comptel slipped to a net loss of EUR2 1 m from a profit of EUR6 6 m in the previous year ,neutral,"['In', '2009', 'Comptel', 'slipped', 'to', 'a', 'net', 'loss', 'of', 'EUR2', '1', 'm', 'from', 'a', 'profit', 'of', 'EUR6', '6', 'm', 'in', 'the', 'previous', 'year']"
Australia clears AB Inbevs 100 billion SABMiller buyout plan,positive,"['Australia', 'clears', 'AB', 'Inbevs', '100', 'billion', 'SABMiller', 'buyout', 'plan']"
For the current year  Raute expects its net sales to increase and the operating result  to be positive ,positive,"['For', 'the', 'current', 'year', 'Raute', 'expects', 'its', 'net', 'sales', 'to', 'increase', 'and', 'the', 'operating', 'result', 'to', 'be', 'positive']"
FTSE 100 flat Standard Chartered leads risers,positive,"['FTSE', '100', 'flat', 'Standard', 'Chartered', 'leads', 'risers']"
HELSINKI  AFX   Metso said it will upgrade one of UPMKymmene s four paper machines at the latter s mill in Jaemsaenkoski with a new coating color supply system  machine and process controls and quality measurements ,positive,"['HELSINKI', 'AFX', 'Metso', 'said', 'it', 'will', 'upgrade', 'one', 'of', 'UPMKymmene', 's', 'four', 'paper', 'machines', 'at', 'the', 'latter', 's', 'mill', 'in', 'Jaemsaenkoski', 'with', 'a', 'new', 'coating', 'color', 'supply', 'system', 'machine', 'and', 'process', 'controls', 'and', 'quality', 'measurements']"
Brazilian nonprofit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce  the latter company said in a statement ,positive,"['Brazilian', 'nonprofit', 'interbank', 'Camara', 'Interbancaria', 'de', 'Pagamentos', 'CIP', 'has', 'acquired', 'solutions', 'from', 'US', 'business', 'integration', 'solutions', 'provider', 'Sterling', 'Commerce', 'the', 'latter', 'company', 'said', 'in', 'a', 'statement']"
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative ,neutral,"['The', 'net', 'sales', 'of', 'the', 'whole', 'fiscal', 'year', '2008', 'will', 'be', 'lower', 'than', 'in', '2007', 'and', 'operating', 'profit', 'is', 'estimated', 'to', 'be', 'negative']"
These restrictions do not apply to statutory dividends ,neutral,"['These', 'restrictions', 'do', 'not', 'apply', 'to', 'statutory', 'dividends']"
Finnish business software group AffectoGenimap Oyj said its net profit halved to 12 mln euro   15 mln  in the first nine months of 2006 from 22 mln euro   28 mln  in the same period of 2005 ,negative,"['Finnish', 'business', 'software', 'group', 'AffectoGenimap', 'Oyj', 'said', 'its', 'net', 'profit', 'halved', 'to', '12', 'mln', 'euro', '15', 'mln', 'in', 'the', 'first', 'nine', 'months', 'of', '2006', 'from', '22', 'mln', 'euro', '28', 'mln', 'in', 'the', 'same', 'period', 'of', '2005']"
Exports of goods fell by 59   and imports by 167  ,neutral,"['Exports', 'of', 'goods', 'fell', 'by', '59', 'and', 'imports', 'by', '167']"
DXCM  Making higher highs  higher lows as it consolidates over past several weeks 2670 was all time high 2006,positive,"['DXCM', 'Making', 'higher', 'highs', 'higher', 'lows', 'as', 'it', 'consolidates', 'over', 'past', 'several', 'weeks', '2670', 'was', 'all', 'time', 'high', '2006']"
Equity ratio was 609  compared to 542  In the third quarter of 2007  net sales of the Frozen Foods Business totaled EUR 110  up by about 5  from the third quarter of 2006 ,positive,"['Equity', 'ratio', 'was', '609', 'compared', 'to', '542', 'In', 'the', 'third', 'quarter', 'of', '2007', 'net', 'sales', 'of', 'the', 'Frozen', 'Foods', 'Business', 'totaled', 'EUR', '110', 'up', 'by', 'about', '5', 'from', 'the', 'third', 'quarter', 'of', '2006']"
Finnair PLC carried a record 88 million passengers in 2006  an increase of 35 percent on the previous year  the Finnish national carrier reported Tuesday ,positive,"['Finnair', 'PLC', 'carried', 'a', 'record', '88', 'million', 'passengers', 'in', '2006', 'an', 'increase', 'of', '35', 'percent', 'on', 'the', 'previous', 'year', 'the', 'Finnish', 'national', 'carrier', 'reported', 'Tuesday']"
The solid fuel is heated before sludge is mixed therein  ,neutral,"['The', 'solid', 'fuel', 'is', 'heated', 'before', 'sludge', 'is', 'mixed', 'therein']"
Changes to the asbuilt models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process ,neutral,"['Changes', 'to', 'the', 'asbuilt', 'models', 'from', 'the', 'design', 'were', 'communicated', 'to', 'the', 'subcontractors', 'to', 'accommodate', 'them', 'into', 'the', 'steel', 'and', 'GRC', 'glass', 'reinforced', 'concrete', 'fabrication', 'process']"
Sales for the Department Store Division increased by 15  and sales for the clothing store subsidiary Seppala increased by 8  Meanwhile sales for Hobby Hall decreased by 12  ,positive,"['Sales', 'for', 'the', 'Department', 'Store', 'Division', 'increased', 'by', '15', 'and', 'sales', 'for', 'the', 'clothing', 'store', 'subsidiary', 'Seppala', 'increased', 'by', '8', 'Meanwhile', 'sales', 'for', 'Hobby', 'Hall', 'decreased', 'by', '12']"
Nokia s US shares were 33 percent lower at  1273 by 1750 GMT ,neutral,"['Nokia', 's', 'US', 'shares', 'were', '33', 'percent', 'lower', 'at', '1273', 'by', '1750', 'GMT']"
ENDP being sued by FTCnobody will buy them with that hanging over their heads,negative,"['ENDP', 'being', 'sued', 'by', 'FTCnobody', 'will', 'buy', 'them', 'with', 'that', 'hanging', 'over', 'their', 'heads']"
15 September 2010  Finnish electrical components maker Salcomp Oyj  HEL  SAL1V  announced today the launch of its latest Twist charger platform ,neutral,"['15', 'September', '2010', 'Finnish', 'electrical', 'components', 'maker', 'Salcomp', 'Oyj', 'HEL', 'SAL1V', 'announced', 'today', 'the', 'launch', 'of', 'its', 'latest', 'Twist', 'charger', 'platform']"
The EBRD is using its own funds to provide a 216 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks  Nordea Bank Finland Plc and Pohjola Bank Plc ,neutral,"['The', 'EBRD', 'is', 'using', 'its', 'own', 'funds', 'to', 'provide', 'a', '216', 'million', 'A', 'loan', 'while', 'the', 'B', 'portion', 'of', '10', 'million', 'Euros', 'has', 'been', 'syndicated', 'to', 'two', 'Finnish', 'commercial', 'banks', 'Nordea', 'Bank', 'Finland', 'Plc', 'and', 'Pohjola', 'Bank', 'Plc']"
Shareholder s full name and ID code   Petri Ailus  born 1591966 For further information  please contact Isto Hantila  CEO  tel 358 9 591 8342 ,neutral,"['Shareholder', 's', 'full', 'name', 'and', 'ID', 'code', 'Petri', 'Ailus', 'born', '1591966', 'For', 'further', 'information', 'please', 'contact', 'Isto', 'Hantila', 'CEO', 'tel', '358', '9', '591', '8342']"
GMCR with the way this has been acting it may fall to 65 today horrible action since it hit 70 yesterday,negative,"['GMCR', 'with', 'the', 'way', 'this', 'has', 'been', 'acting', 'it', 'may', 'fall', 'to', '65', 'today', 'horrible', 'action', 'since', 'it', 'hit', '70', 'yesterday']"
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe ,positive,"['After', 'the', 'renovation', 'the', 'biggest', 'moulding', 'line', 'in', 'the', 'Orhangazi', 'foundry', 'is', 'the', 'most', 'modern', 'line', 'in', 'Europe']"
The financial impact is estimated to be some 15 MEUR annual improvement in the division s result  starting from fiscal year 2007 ,positive,"['The', 'financial', 'impact', 'is', 'estimated', 'to', 'be', 'some', '15', 'MEUR', 'annual', 'improvement', 'in', 'the', 'division', 's', 'result', 'starting', 'from', 'fiscal', 'year', '2007']"
Cargotec s share capital after the increase totals 64046460 euros ,neutral,"['Cargotec', 's', 'share', 'capital', 'after', 'the', 'increase', 'totals', '64046460', 'euros']"
Olvi expects sales and market share to increase in the first quarter of 2010 ,positive,"['Olvi', 'expects', 'sales', 'and', 'market', 'share', 'to', 'increase', 'in', 'the', 'first', 'quarter', 'of', '2010']"
The plant will collect raw material from the Baltic Sea region ,neutral,"['The', 'plant', 'will', 'collect', 'raw', 'material', 'from', 'the', 'Baltic', 'Sea', 'region']"
Both operating profit and net sales for the sixmonth period increased  respectively  from EUR13 8 m and EUR143 6 m  as compared to the corresponding period in 2007 ,positive,"['Both', 'operating', 'profit', 'and', 'net', 'sales', 'for', 'the', 'sixmonth', 'period', 'increased', 'respectively', 'from', 'EUR13', '8', 'm', 'and', 'EUR143', '6', 'm', 'as', 'compared', 'to', 'the', 'corresponding', 'period', 'in', '2007']"
Tesco share price closes higher as two more directors leave grocer,positive,"['Tesco', 'share', 'price', 'closes', 'higher', 'as', 'two', 'more', 'directors', 'leave', 'grocer']"
The total capital of funds managed by the bank decreased by 28  to EUR 284mn by the end of September 2008 ,negative,"['The', 'total', 'capital', 'of', 'funds', 'managed', 'by', 'the', 'bank', 'decreased', 'by', '28', 'to', 'EUR', '284mn', 'by', 'the', 'end', 'of', 'September', '2008']"
The chain posted sales of 298 million euros for full 2005  a rise of 195 percent  yearonyear ,positive,"['The', 'chain', 'posted', 'sales', 'of', '298', 'million', 'euros', 'for', 'full', '2005', 'a', 'rise', 'of', '195', 'percent', 'yearonyear']"
During the strike  Finnair estimates to incur a net loss of between EUR2m and EUR2 5 m per day ,neutral,"['During', 'the', 'strike', 'Finnair', 'estimates', 'to', 'incur', 'a', 'net', 'loss', 'of', 'between', 'EUR2m', 'and', 'EUR2', '5', 'm', 'per', 'day']"
In contrast  the company s net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago ,positive,"['In', 'contrast', 'the', 'company', 's', 'net', 'loss', 'for', 'the', 'third', 'quarter', 'of', '2009', 'contracted', 'to', 'EUR', '76', 'million', 'from', 'EUR', '256', 'million', 'for', 'the', 'corresponding', 'period', 'a', 'year', 'ago']"
Net sales by the SataFlexo Group came to some EUR4 3 m in 2007  and the group companies employed a total of 40 people ,neutral,"['Net', 'sales', 'by', 'the', 'SataFlexo', 'Group', 'came', 'to', 'some', 'EUR4', '3', 'm', 'in', '2007', 'and', 'the', 'group', 'companies', 'employed', 'a', 'total', 'of', '40', 'people']"
YIT CORPORATION SEPT 24  2007 at 1330 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT S CAPITAL MARKETS DAY IN LONDON  SEPT 26  2007 On Wednesday  September 26  2007  YIT will hold a Capital Markets Day for investors and analysts in London ,neutral,"['YIT', 'CORPORATION', 'SEPT', '24', '2007', 'at', '1330', 'CORPORATE', 'RELEASE', 'STOCK', 'EXCHANGE', 'RELEASE', 'YIT', 'S', 'CAPITAL', 'MARKETS', 'DAY', 'IN', 'LONDON', 'SEPT', '26', '2007', 'On', 'Wednesday', 'September', '26', '2007', 'YIT', 'will', 'hold', 'a', 'Capital', 'Markets', 'Day', 'for', 'investors', 'and', 'analysts', 'in', 'London']"
Finnish financial group Aktia s operating profit for 2009 increased to EUR 470 mn from EUR 66 mn in 2008 ,positive,"['Finnish', 'financial', 'group', 'Aktia', 's', 'operating', 'profit', 'for', '2009', 'increased', 'to', 'EUR', '470', 'mn', 'from', 'EUR', '66', 'mn', 'in', '2008']"
UPMKymmene wwwupmkymmenecom produces magazine papers and newsprint  as well as fine and specialty papers  converting materials and wood products ,neutral,"['UPMKymmene', 'wwwupmkymmenecom', 'produces', 'magazine', 'papers', 'and', 'newsprint', 'as', 'well', 'as', 'fine', 'and', 'specialty', 'papers', 'converting', 'materials', 'and', 'wood', 'products']"
