Sentence,Sentiment
Alpina Sports Lebanon New Hampshire USA based distributor eg Alpina ski shoe ski Exel ski pole Start ski wax also Peltonen crosscountry ski,neutral
Cargotec Germany GmbH awarded contract Stadtverwaltung Mainz chassis body Open procedure,positive
Reported operating margin negative 59,negative
purchase price disclosed,neutral
Okmetic expects net sale first half 2009 less 2008,neutral
Finnish pharmaceutical company Orion net sale rose EUR 190mn first quarter 2009 EUR 180mn first quarter 2008,positive
company well positioned Brazil Uruguay,positive
Upside move volatile mining sector sending Anglo American PLC AAL 68 430 PM London time,positive
Sales 14 per cent Finland 27 per cent abroad sale lifted strong growth sale Russia Lithuania,neutral
FB 75 bearish pattern Considering bullish sentiment Thats impressive bearish move httpstcoTaJF0cH2qh,negative
would increase estimated sale 117 million last year,positive
According Seppnen new technology UMTS900 solution network building cost onethird lower building 35 G network operating 2100 MHz frequency,positive
number one mean creating added value stakeholder everything,neutral
Number offer received contract two,neutral
Donations university Annual General Meeting authorized Board Directors donate max,neutral
expects revenue 84 billion 87 billion compared analyst estimate 867 billion,neutral
LSE get Hong Kong regulatory nod HK firm become LSE member,positive
Diameter Protocol developed according standard IETF RFC 3588 IETF RFC 3539,neutral
Underground parking facility also built basement floor,neutral
DISH weakness continues 4943 area resistance last week,negative
FusionIQ NEW Positive Timing Signal SBUX Today httpstco9ImlXz4YNa Please Retweet Signals,positive
representative body Swedish Meats approved improved offer Finnish HK Ruokatalo acquire company,positive
Mreal sale expected increased 4 yearonyear EUR609m second quarter 2010,positive
Weber convinced friend Ray Ostrom owned Lake Street sporting good store sell lure,neutral
AAPL beaten hated etc hhhmm opposite 700 happens next,negative
significant challenger market Logset SampoRosenlew,neutral
District Court Helsinki dismissed charge court first instance 2005,positive
Teleste BK Optiflex amplifier product used ongoing capacity upgrade KDG network bidirectionality,neutral
business unit InvestLesProm Group cover full forest industry chain Group owns forest sawmill paper pulp mill processing plant,neutral
Previously company expected 2008 financial performance remain level 2008,neutral
Insurers Admiral blow hot cold Aviva soar preFriends Life merger,neutral
Retail giant Kingfisher report solid start year,positive
Maximum amount termination Finland 40 employee company added,neutral
TSLA yeah let go 230s lol,negative
company scheduled traffic measured revenue passenger kilometre RPK grew 2 nearly 3 passenger carried scheduled flight February 2009,positive
Validating fgVoIP client Symbian Signed represents significant step forward accomplishing goal,positive
EBAY ebay bay working couple daily dojis continue downside httpstcolgU0yBxEZe,negative
Royal Mail get mixed bag Ofcom postal regulation report,neutral
Ragutis based Lithuania secondlargest city Kaunas boosted sale last year 223 per cent 364 million liter,positive
trade accordance agreement announced 26 March 2008,neutral
Initial estimated total value contract 250 000 Euros excluding VAT,neutral
Shell BG Shareholders Vote Deal End January,neutral
completion acquisition Poyry oil gas expertise cover multidiscipline engineering consulting service across complete oil gas asset lifecycle including deepwater engineering service,neutral
Lietuvos Respublikos sveikatos apsaugos ministerija awarded contract UAB AFFECTO LIETUVA financial system software package,positive
order worth EUR 8mn,neutral
IBM staying strong,positive
CRUS Upgraded buy Alpha Street Research,positive
Apple almost 20 February low little fanfare AAPL,positive
Rio Tinto swing loss drop dividend policy,negative
Cision say sale return UK operation profitability,positive
Isolationism Another Sell Rating Sell Ratings SPY QQQ IWM Several Companies httpstcoj35FNnx744 AAPL APPLE AXP BAC,negative
Due rapid decrease net sale personnel reduction carried wider scale initially expected,negative
sale volume CocaCola market share decreased 22 242,neutral
LT net profit whole 2010 dropped EUR 36 million EUR 45 million 2009,negative
order consists outsourced application management support planning Tecnotree thirdparty application,neutral
Group net sale third quarter 2007 totaled EUR 1423 mn operating profit EUR 43 mn,neutral
Vaisala headquartered Helsinki Finland develops manufacture electronic measurement system meteorology environmental science traffic industry,neutral
SPY Looks like bear trap getting laid faster Cadbury Creme Eggs Easter Bunny,positive
Finnlines estimated annual general meeting 2008 financially tough year due large investment,neutral
Furthermore company sell warehouse office building Loudeac Saint Marcel lease new joint premise operation Morvillars,neutral
Sales midstrength beer decreased 40,neutral
ABN 59 087 901 620 represent 510 voting right share capital Citycon Oyj,neutral
company 120 employee annual sale approximately EUR16m,neutral
According Mreal CEO Mikko Helander transaction enable company proceed swiftly restructuring program,positive
BABA may take day wks month watch happened FB TWTR IPO mrkt need washout hunt well need 2 wait stalk,neutral
2008 deal likely bring saving EUR 20mn25mn,positive
New Delhi July 17 Sahlberg Teppo Kallio Timo Mustonen Tuomas Real OYJ Espoo Finland developed novel marking method producing,neutral
International operation accounted 80 net sale,neutral
financing arrangement enable company ensure line treasury policy sufficient financial instrument disposal potential capital requirement,positive
GILD chart IBB back support httpstcoGpRZ2UJFC4,positive
result negotiation employment 130 blue whitecollar employee Oulu plant would terminated,neutral
Operating loss amounted EUR 07 mn compared profit EUR 08 mn second quarter 2005,negative
order also includes extensive maintenance work shoe press delivered Vaahto 2001,neutral
Thanks internet consumer compare product previously Finnish company competitive,neutral
Operating profit totalled EUR 58 mn loss EUR 17 mn fourth quarter 2009,positive
real estate company posted net loss x201a 593 million x201a 021 per share compared net profit x201a 31 million x201a 011 per share corresponding quarter 2007,negative
Earnings per share EPS amounted loss EUR0 38,negative
biggest seller chain supermarket Finland organic Pirkka tomato carrot egg meat product,neutral
AAPL long 63091,positive
divestment Raisio margarine business May 2009 gave company clearer focus grainbased product,positive
total value project valued SEK 30bn EUR 283 bn USD 381 bn,neutral
CGrantWSJ think TSLA bubble might go time long ppl love car might keep getting funding,positive
product manufactured Finland also packed country,neutral
LUV Continues consolidate previous break area,positive
sure happening,neutral
ADP News Nov 18 2008 Finnish AC drive manufacturer Vacon Oyj OMX VAC1V said today set new representative office Romania Ukraine serve growing market eastern southeastern Europe,positive
Nokia inaugurated manufacturing plant near Chennai 11 Mar 2006,neutral
Scanfil issued profit warning 10 April 2006,neutral
contract includes design construction delivery equipment installation commissioning,neutral
fixedterm contract Mr Jarmo Ukonaho current General Manager Incap Indian operation finish end year,neutral
VNH generates annual net sale 5 mln eur employ 21 people,neutral
Finland leading metal group Outokumpu said fourthquarter net profit tripled back strong global demand stainless steel soaring base metal price proceeds sale technology unit,positive
AMZN Trailing 12 month operating cash flow rose 48 498 billion free cash flow decreased 63 388 million httpstkscoc06zG,neutral
posted turnover 45 mln euro 61 mln operating profit 15 mln euro 20 mln 2006,neutral
dismissed staff member take matter court unless settled outside,negative
LinkedIn Revenue Nearly 50 httpstkscog1F4T LNKD,positive
Lemminkinen started manufacture roofing felt 1920 production asphalt 1930s,neutral
ZAO YIT Moskovia build housing Moscow surrounding city,neutral
value deal exceeds EUR500 000 company said,neutral
period sale dropped EUR 306 million EUR 383 million according interim report released today,negative
Scanfil system supplier contract manufacturer communication sector give notice 20 productional employee temporarily lay 15 employee company plant Sievi Finland,neutral
repo rate gradually reach 2 end 2010 according Nordea Economic Outlook,neutral
Symphony Services provides development service Aldata GOLD,neutral
license agreement Nokia Corp part expires April 9 2007,neutral
divested stake represented 27 share Okmetic capital,neutral
AAPL bounce right vol vol slid,positive
Los Angelesbased Pacific Office Properties Trust acquires owns operates office property western US focusing initially market Honolulu San Diego Los Angeles Phoenix,neutral
Finland five largest brand control 90 beer market,neutral
Adanac Molybdenum Canada ordered grinding technology molybdenum project British Columbia Canada Shalkiya Zinc Kazakhstan awarded contract grinding technology Shalkiya zinclead project Kazakhstan,positive
part transaction nekoski paper mill remained Mreal ownership continued Galerie Art production Sappi longterm contract,neutral
Delivery due second half 2011,neutral
agreement valid four year,neutral
Finnish shipping company Finnlines Grimaldi Group report net sale decreased EUR 2418 mn JanuaryJune 2009 EUR 3840 mn corresponding period 2008,neutral
also strong asset electronic medium employing 18500 increase 9 percent last year,positive
Many commercial vessel got stuck narrow Bay Bothnia ice thicker around Aaland island,negative
venture 51 owned Kemira 49 IVRCL operate inorganic coagulant manufacturing facility built Vishakapatnam Vizag state Andhra Pradesh kick operation second half 2011,neutral
seem enough hour day Pekkarinen,neutral
Aug 31 2009 Gawker Media delivered Newstex love fishing video game felt nt enough wackiness involved Activision NASDAQ ATVI Rapala Fish might catch eye familyfun hook,neutral
Cardona slowed vehicle turned around returned intersection called 911,neutral
manufacture CPPs undertaken existing Export Oriented Unit EOU Wartsila factory Khopoli near Mumbai,neutral
see 20 percent upside FB share,positive
JanuaryJune 2010 diluted loss per share stood EUR0 3 versus EUR0 1 first half 2009,neutral
Chime Communications Set Acquired WPP Providence,positive
Dixons Carphone profit boost strong sale,positive
ev3 device involved action,neutral
Capital expenditure energy efficiency unfortunately fallen along decline economy,negative
Founded 1994 company us sixstep timefocused collaborative project approach improve financial institution revenue stream,neutral
agreement GeoSentric provide GyPSiipowered hotel information reservation service visitor China including popular city Beijing Shanghai,positive
Valga Lihatoostus market product Maks Moorits trademark,neutral
Finnish consumer packaging manufacturer Huhtamaki Oyj said swung net profit 841 mln euro 1056 mln first nine month 2006 net loss 26 mln euro 33 mln period 2005,positive
Homebuilders RYL breaking support watch one SPY,negative
Besides increased share meat various sausage offering number new taste grill product shish kebab segment Paavel said,positive
like breakout long well getting 100 200 could see run,positive
HELSINKI Finland Sept 18 2009 GLOBE NEWSWIRE Ixonos Plc expands company smartphone RD service establishes new nextgeneration smartphone design unit connection Ixonos site Jyvaeskylae,positive
AXDX got bored took proprietary profit exit didnt like option liquidity lousy spread,negative
Also Latvia act partner bakery customer production product development,neutral
total donation amount EUR 1115000,neutral
facility used refinance Citycon existing credit facility company said,neutral
Finnish real estate company Sponda Oyj said April 11 2008 would build Vuosaari Harbour Service Center Port Helsinki,neutral
building home improvement trade sale decreased 63 totalling EUR 1541 mn,negative
exactly happened recent weekday East baker brought remind resident Easter tradition making wheat rice pie,neutral
company moved operating profit EUR10 9 versus operating loss EUR15 3 also turned EPS EUR0 08 versus loss per share EUR0 04,positive
cost new ropax vessel 30 lower present one,positive
deal also includes tenyear maintenance agreement,neutral
Talvivaara Mining Company PLC Talvivaara Mining LSE TALV Finlandbased nickel mining business installed second production line metal recovery plant June 9 2010,neutral
transaction would increase earnings per share first quarter EUR0 28,positive
Market data analytics derived primary secondary research,neutral
IWM buy program popping iwm close print cheap money mean higher stock price spy robot buying,positive
Cencorp would focus development manufacture marketing standard product production automation,neutral
Crucially decision use ETSI European Telecommunication Standard Institute backed DVBH add growing list operator equipment manufacturer opting standard see Global 20 January 2006 Competing Technologies Vie Mobile TV,neutral
addition Kone signed twoyear maintenance contract escalator,positive
size extension 185 already let gross area 2830 sq 30460 sq ft,neutral
new location nt change Wellmont store air transport service,neutral
potential client include public administration organization investing utility network service,neutral
steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand product customer find increasingly difficult fund operation,neutral
EA Reng group posted sale approximately 84 million kroon 2007,neutral
Barclays share price subdued bank face fresh forex probe,negative
market expect Heineken sell Hartwall whole part,neutral
addition Tulikivi Corporation also currently member Board following company Altia Corporation JrviSuomen Portti Osuuskunta Osuuskunta KPY Profile Vehicles Oy Voimatel Oy,neutral
total investment Vantaa plant extension amount around 10 million euro Okmetic share investment worth around 27 million,neutral
Last year UPM cut production closed mill Finland slashed 700 job,negative
Currently plant operates full capacity,neutral
report profile 614 company including many key niche player worldwide Black Decker Corporation Fiskars Corporation Fiskars Brands Inc Husqvarna Outdoor Products Inc KS Group Ryobi Technologies Inc Scotts MiracleGro Company Van Group Inc,neutral
Walter Investment Management Corp Receives Sell Compass Point WAC httpstkscoc1IvX,negative
move carried transferring HKScan productionrelated property plant equipment well holding subsidiary associate company country HKScan Finland,neutral
wo nt happen overnight,neutral
Chief executive officer OlliPekka Kallasvuo change Tuesday mark third time nine month company reshuffled executive operation Nokia loses ground Apple iPhone RIM BlackBerry,negative
Deutsche Bank cut SBUX,negative
Irish housebuilder Cairn Homes plan London listing,positive
reward paid basis earning period 2011 correspond value maximum total 364000 Componenta Corporation share including also proportion paid cash,neutral
Cramo manager Jarmo Laasanen said hiring equipment machinery Lithuania differs Baltic country Lithuania still many public structure road bridge airport shop built,neutral
Operating profit quarter AprilJune 2006 amounted EUR42 9 net sale EUR156 3,neutral
SLV POS saying 2 year Going lower Forget go short,negative
Paper company Mreal calculated 100000 biscuit carton made using 25gsm lighter board CO2 saved course 12 month would equal generated driving 1000 km car,neutral
company expects open first online shop US summer 2011,neutral
Moscow Metro wwwmosmetroru first metro system Europe implement smart card together new type magnetic card 1998,neutral
Small firm suffering moment likely money trouble added,negative
Net sale revenue per passenger expected increase,positive
Return capital employed ROCE negative 23 compared 113 2007,neutral
Indigo Somoncom serve 377000 subscriber market share approximately 27 May 2007,neutral
warmly welcome Michael Frei Outotec,positive
ITV share price Group mull takeover Canadas Entertainment One,positive
Operating profit sixmonth period decreased EUR111 9 sale increased EUR1 275 compared corresponding period 2006,neutral
significant capital expenditure item global enterprise resource planning ERP project product development production machine,neutral
Kone said court paper union action delayed repair elevator federal courthouse Jan 21 Saltonstall state office building Jan 23,neutral
3rd red day row TSLA,negative
Operating profit totalled EUR 04 mn operating loss EUR 08 mn yearonyear,positive
According Finnish financial service group Sampo CEO Bjrn Wahlroos Danish Danske Bank acquisition Sampo Bank EUR 4bn largest cash deal Finland economic history,neutral
FSecure developer security solution service Internet Service Providers mobile operator announced result annual Online Wellbeing Survey,neutral
December alone member Lithuanian Brewers Association sold total 203 million liter beer increase 19 percent sale 1992 million liter December 2004,positive
CocaCola market leader manufacturer market share 369 22 corresponding period 20042005,neutral
Barclays Plc LSE BARC NYSE BCS Credit Agricole SA EPA ACA CAGR,neutral
Finnish Componenta published new longterm strategy period 20112015 aim growing together customer,neutral
veneer plywood industry Sweden quite small despite raw material resource,neutral
Finnish metal product company Componenta Oyj HEL CTH1V said today net loss narrowed EUR 500000 USD 680000 last quarter 2010 EUR 53 million period year earlier,positive
Viking pay EUR 130 million new ship completed January 2008,neutral
Rautaruukki aim find work group location made redundant,neutral
According company addition normal seasonal fluctuation market situation weakened autumn 2008,negative
According Arokarhu purchase scanned cash register computer disappeared total sum key pressed,negative
name yet released,neutral
Also bringing right kind people upgrade human resource,positive
Kesko previously published stock exchange release concerning deal 7 February 2007,neutral
UPDATE 3ExBarclays director accused US illegal tip plumber,negative
LG completes UKs largest medically underwritten bulk pension risk deal,positive
Lassila Tikanoja operating profit excluding nonrecurring imputed item second quarter EUR11 3 EUR13 8 year ago,neutral
Honkarakenne mainly export large luxury log house Russia used onefamily house holiday home 70 sale go Moscow region 20 St Petersburg region remainder location,neutral
value deal disclosed,neutral
HKScan headquartered Turku Finland leading northern European food group 10000 employee nine country,neutral
TSLA see downside next two week careful 20 dollar drop potential v 10 moved,negative
would invest physical infrastructure would also provide knowhow managing developing science technology park said Sunrise Valley director Andrius Bagdonas,positive
Favourable currency rate also contributed higher net sale CEO Kari Kauniskangas said,positive
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report essential source company data information,neutral
Union company official return call yesterday,neutral
ADP News Finnish handling system provider Cargotec Oyj HEL CGCBV announced Friday order worth EUR 10 million USD 132 deliver linkspans Jordan Morocco Ireland,positive
German Commerzbank AG Hamburg Branch US JP Morgan NYSE JPM participated arranger Dutch ING AMS INGA coarranger,neutral
Global life science industry strictly regulated international national authority,neutral
Tieto offer Aktia good foundation required support service implementing update project say Juha Volotinen responsible Aktia web service,positive
company build altogether 130 new substation end year,neutral
Tiimari Finnish retailer reported geenrated quarterly revenue totalling EUR 13 mn 4th quarter 2009 EUR 03 mn loss 2008,positive
resignation take effect immediately,neutral
work NetApp included strategically repositioning brand category major global relaunch,neutral
financial detail available,neutral
Following divestment Fiskars Outdoor unit comprise brand Gerber Silva Buster focus multitools knife compass mobile lighting pedometer aluminium boat,neutral
CF2 Pty Ltd became substantial holder Renison Consolidated Mines NL January 25 150 million share 79 pc,neutral
1411 CET ArcelorMittal lost 726 EUR 1738 Euronext Paris coming lead bluechip faller,negative
Ogden reportedly shell 42 million,neutral
GALE Breakout Coming Soon,positive
August 2007 Latvijas Finieris ordered production line new green veneer mill built Ukmerge central Lithuania,neutral
Foundries division report sale increased 97 EUR 631 mn EUR 575 mn corresponding period 2006 sale Machine Shop division increased 164 EUR 412 mn EUR 354 mn corresponding period 2006,positive
SP downgrade Barclays RBS government bailout fear,negative
Finnish high technology provider Vaahto Group report net sale EUR 418 mn accounting period September 2007 February 2008 increase 112 year earlier,positive
BBRY 1m6m trend turn bullish today resistance level 1131 httpstkscoj1qt6,positive
Isolationism Another Sell Rating Sell Ratings SPY QQQ IWM Several Companies httpstco6NKWEcrBA5 AAPL AXP BAC BLUE FXE,negative
expanded company continue called NewPage,neutral
company said sale three month end March slid EUR86 4 US 1134 EUR91 2 last year,neutral
Finnish energy company Fortum set new stricter target limit shortterm carbon dioxide emission heat electricity production,neutral
refining margin year 1339 bbl compared 1046 bbl prior year,positive
PRGN bottom right,neutral
Operating profit rose EUR 135 mn EUR 97 mn corresponding period 2006,positive
TSLA weakest today DT watchlist,negative
Tesla Voluntary recall 2700 Model X vehicle due back seat issue TSLA httpstcoNPAkc3U6GS,negative
manufacturing begin Pietarsaari beginning year 2009 delivery take place October 2009,neutral
Finnish electronics contract manufacturer Scanfil report net sale EUR 2412 mn 2006 EUR 3216 mn 2005,neutral
customer access integrated propeller gear package one source,neutral
addon order contains among others control valve instrumentation well complete mill engineering electrification Metso drive control,neutral
YIT lodged counter claim Neste Oil totaling EUR25m primarily based work carried contract additional cost incurred due prolongation project,negative
reduction implemented mainly course first half 2009,neutral
UVXY Put chum key support next level careful,negative
Inha Works invested product development market research,neutral
Tesco Asda sale fall march discounter continues Kantar,negative
first quarter expected line analyst forecast,neutral
OMEO wwwomeose employ 55 expects net sale 23 mln euro 298 mln fiscal 20062007 ending April 30 2007,neutral
press conference Lattelecom board chairman Nils Melngailis explained Blackstone chosen experience sector well financial strength,positive
share represented 4998 total share capital 214 total voting right,neutral
Mobile data transfer expected increase explosively LTE era,neutral
Finnish cutlery hand tool maker Fiskars Oyj Abp HEL FISAS said today net profit rose EUR 241 million USD 336 third quarter 2010 EUR 179 million year earlier,positive
REN bottoming Good time buy,positive
addition Kazakh delegation visit Finland SITRA investment fund Honkarakenne Ltd Nokia headquarters study TeliaSonera Ltd JSC activity,neutral
55 worker ml affected closedown,neutral
Construction scheduled start AprilJune 2007 completed early 2008,neutral
Finnish waste management cleaning group Lassila Tikanoja Oyj LT net profit went 322 mln euro 477 mln 2007 353 mln euro 523 mln 2006,neutral
Operating loss increased EUR 17mn loss EUR 108 mn 2005,negative
Jarmo Honkamaa head oil refining business Neste Oil say situation look promising viewpoint,positive
second successful effort financial investor year,positive
RNN day trader flushed start going slowly,positive
fixing homebase cutting cost closing nonprofitable unit looking going forward said,positive
transaction strengthens position design branded good said Fiskars president CEO Heikki Allonen pointing two group relatively overlapping operation,positive
Financial term nt disclosed,neutral
Finnish medium group Talentum issued profit warning,neutral
Rubin say expects Capman announce 12 additional transaction 2009,neutral
UPDATE 1AstraZeneca sell rare cancer drug Sanofi 300 mln,positive
total investment project approximately EUR 36m,neutral
Demand sport equipment good 2005,positive
According Vauramo plant lifting equipment suitable Asian Chinese truck,neutral
KraftHeinz Merger Came Together Speedy 10 Weeks,positive
Igor Oleg Yankov currently manage Moron Vitim hold onto 25 stake,neutral
KAUKOTELKO LTD PRESS RELEASE 19062007 1400 1 1 Telko Group KaukoTelko expanding strategic partnership BP Industrial Lubricants Services BP ILS acquiring total ownership BP Swedish retail company MolubAlloy AB,positive
narrow EUR2 8 9mo 09 29 October 2009 Finnish software hardware developer Elektrobit Oyj HEL EBG1V EB said today net loss narrowed EUR2 8 first nine month 2009 EUR35 6 period year ago,positive
Vaisala also said expects net sale EUR 2532 million 2010 compared EUR 2522 million recorded 2009,positive
order also cover design service hardware software licence well maintenance service six year,neutral
company pay dividend EUR 050 per share total EUR 14mn,neutral
Compared FTSE 100 index rose 949 point 16 day relative price change 04,neutral
tailored solution meet Solel technical requirement result costeffective manufacturing highestquality reflector,positive
Operating income rose EUR 6964 mn EUR 6003 mn 2009,positive
Net sale 2010 EUR 20 billion international operation accounted roughly quarter,neutral
sale volume CocaCola market share decreased 22 242,negative
desk reach full planned strength ten person autumn 2007,neutral
One price category call preferred operator network another call operator network,neutral
Veracel preparing appeal issue asked court clarification judgement,neutral
first charging station made available already 2008 whole network ready 2010,neutral
includes option additional 30 communal building site well construction supervision work construction site,neutral
Operating profit fell EUR 354 mn EUR 688 mn 2007 including vessel sale gain EUR 123 mn,neutral
largest restructuring planned Italy negotiation 40 job cut initiated today company noted,negative
first Solteq service company operating St Petersburg area include maintenance material management system data collection solution,neutral
FB SHIFTING 15 MINUTE SUSPECT TAKE HIGHS,positive
WMT BULLISH MACD CROSSOVER RSI STO going 734 MA50 re could run httpstkscogGCq,positive
Operating profit rose EUR2 4 EUR1 6 year earlier,positive
Ruukki signed contract deliver install steel structure bridge Kyronsalmi strait Savonlinna Finland,positive
used control speed electric motor used industry municipal engineering power generation using renewable energy,neutral
Meggitt share price tumble profit fall challenging year,negative
IMRS important pragmatic analysishigh price could offer headwindsbullish story intactevenif market roll,positive
top US Commerce Department published worsethanexpected construction spending figure November,neutral
agreement Pfizer funding Biotie research activity PDE10 phosphodiesterase 10 inhibitor program since start late 2006 sole authority develop discovered compound,neutral
test conducted Nokia Siemens LTE center competence Espoo Finland follow company production start LTEready Flexi Multiradio Base Stations 800 MHz band April 2010 complement earlier test Nokia 2100 MHz 2600 MHz band,neutral
say Brian Burton Head Security Vodafone UK,neutral
Net cash operating activity negative EUR 03 mn compared EUR 309 mn 2009,neutral
total need staff cut corresponds 300 manyears,neutral
Within framework partnership Nokia Siemens Networks signed initial framework purchase agreement Sitronics subsidiary JSC Mikron largest manufacturer exporter microelectronic component Russia,positive
estimated annual value frame agreement EUR 50mn,neutral
company expects net sale first half 2008 reach previous year level,positive
addition stake MegaFon Telecominvest currently owns 100 share Web Plus St Petersburg Payphones 51 telecom equipment producer PeterServis number minor asset,neutral
Russia top container shipping group Fesco Finnish logistics company Nurminen Logistics started pilot project offering client direct intermodal transportation service Finland Asia Pacific country Fesco said statement,positive
Operating profit fell EUR 2326 mn EUR 3286 mn,neutral
Finnish silicon wafer manufacturer Okmetic Oyj said swung net profit 49 mln euro 63 mln first nine month 2006 net loss 18 mln euro 23 mln year earlier,positive
Fiskars R founded 1649 one oldest company world largest manufacturer lightweight stainless steel scissors US,neutral
Berkshire discloses unit tie Iran open probe,negative
aim convert plant flexible manufacturer new technologically demanding product,positive
Today connecting people new different way fusing advanced mobile technology personalized service enable people stay close matter,neutral
Baltic country sale fell 426,negative
24hour news try ICIS news wwwiciscom Click trial ICIS news,neutral
Finland 71 paper paperboard reclaimed,neutral
total 750330 new Citycon share nominal value EUR 135 per share subscribed December exercising ABC option based company stock option plan 1999,neutral
GRPN might selling ahead P earnings,negative
mentioned shareholder suggest monthly salary EUR 1400 would paid Board member outside company,neutral
Arm profit sale shift away mobile gain pace,positive
Incap Contract Manufacturing carry manufacturing agreement factory Tumkur near Bangalore,neutral
Cargo volume increased approximately 5,positive
GOOGL Hit Lawsuit Russian Search Engine YNDX httpstkscob1kD8,negative
AAPL Action close indicates AAPL probably hit near term high Momentum slowing huge run,positive
far company awarded 350000 worth tool material,neutral
However company saw net profit third quarter EUR1 4 EUR1 5 corresponding period 2009,negative
Aviva Fined 27 Million UK Regulator Fee Failings,negative
Finnish management software solution provider Ixonos Oyj net profit decreased 369000 euro 575000 first quarter 2008 669000 euro 10 mln period 2007,negative
bank also expects additional cost related Dash 8 Q400 jet group shelved October 2007,neutral
turbine expected launched end 2012,neutral
ADPnews Sep 28 2009 Finnish silicon wafer maker Okmetic Oyj HEL OKM1V said reduce number clerical worker 22 worldwide result personnel negotiation completed today,neutral
Shell offer 50 percent premium buy BG 70 billion,positive
Lean System support change management component purchasing extremely well,positive
Incap Furniture presently negotiating staff cut,negative
see New Register subscribe newspaper,neutral
Production level agreed producer long time ago fall consumption lead loss,negative
NVDA sideways,neutral
Diageo Shares Surge Report Possible Takeover Lemann,positive
approach much use raw material produced line principle sustainable development,neutral
Nordea definitely big Sampo acquire said analyst Sampo would appear agenda Nordea ahead privatisation,neutral
Ahlstrom headquartered Helsinki Finland global company involved development manufacture marketing high performance fibrebased material,neutral
redesigned crushing circuit operation since start September overall production rate weekly basis excess average 40000 tonne day,neutral
combination service enabling u offer complex strengthened service chain limited Baltic port connection also getting access world wide Grimaldi Network Mediterranean Africa North America say Uwe Bakosch,positive
Key reason read report Report contains relevant information leaving excessive data,neutral
Adobe Receives New Rating Top Analyst ADBE httpstcoLJNXPEvHZN,positive
part agreement Aspocomp also give Meadville 10 pct slice subsidiary operating Oulu Finland,neutral
order includes log handling line peeling line drying line production parquet base layer veneer Plyfa Hassela mill central Sweden,neutral
Diluted earnings per share EPS stood EUR 025 versus EUR 042,negative
VRTX early technical BUY signal confirmation 86 need fundam incentive httpstcoQuYSrqFo2x,positive
energyefficient data center built combining effective energy solution stateoftheart technology,positive
Johnson Matthey raise prospect investor payout,positive
chain trying cut cost pressuring vendor fitness equipment manufacturer Precor slash price,neutral
Aldata Solution global company engaged supplier consumer business process optimization announced detail Dollars Dinosaurs program,neutral
Also development online business continue,neutral
Method System Controlling Hard Disk Drive Using Multimediacard Physical Interface invented Marko Ahvenainen Ruutana Finland,neutral
Fortum previously bought stateheld stake TGK10 RAO UES reform,neutral
first nine month 2010 company net loss narrowed EUR415 000 EUR7 4 corresponding period 2009,positive
US dollar wipe sale gain SABMiller,negative
Revenue grew 2 percent x20ac 580 million 743 million x20ac 569 million,positive
Seppala revenue increased 02 EUR10 1 Finland revenue went 24 EUR6 8 sale abroad rose 62 EUR3 3 Sales increased Baltic country well Russia Ukraine,positive
WX Decent pull back,negative
Master Mayawas jointly developed Nokia Siemens Networks UFA FremantleMedia actively advertised Maxis end May 2007,neutral
ENDP looking long entry today price action wasnt appealing,neutral
Covered small MWW short 799 16 loss Flat day cash,positive
Return equity stood 183 compared 154 third quarter 2005,positive
negotiation resulted reduction 80 people regular employment around half covered pension arrangement,negative
ACOM httpstksco1G6x Downside breakout look coming soon,negative
Finnish handling system company Cargotec Oyj HEL CGCBV said today EUR 13 million USD 166 contract deliver MacGregor hatch cover ship ordered Norwegian shipowner Grieg Shipping,positive
78 user Vetr bearish Tesla Motors Inc indicating SELL Rating 2 star TSLA httpstcovVpzqCXsNJ,negative
cost deal could range 70 million 90 million euro depending financial result two company 2008 statement say,neutral
CapMan Stockholmheadquartered private equity firm held first close second private equity real estate fund continues push property sector,neutral
compnay also said would lower price development project one third compared last November,neutral
Nokian tyre prof high safety excellently important driving quality stability mark 14 handling 15 braking wet road 19,positive
Finnish communication electronics component supplier Scanfil Oyj Tuesday said sale first half 2006 15 lower period year ago,neutral
High wind also toppled three semitrailer I15 north Barstow,neutral
Ruukki signed contract Norwegian company Veidekke Entreprenor,positive
Konecranes previously communicated estimated reduction 1600 employee group level 2009,neutral
GOOGL setting 50day moving average httpstcotTm9RnFoXJ,positive
deal includes rental equipment related merchandise rental contract depot two employee company said,neutral
Operating cash flow investment totalled EUR 613 mn compared EUR 753 mn corresponding period 2007,negative
EBRD using fund provide 216 mln loan B portion 10 mln Euros syndicated two Finnish commercial bank Nordea Bank Finland Plc 77 mln Euros Pohjola Bank Plc 23 mln Euros,neutral
issue identified Stonesoft affect range content inspection technology,neutral
Pharmaceuticals group Orion Corp reported fall thirdquarter earnings hit larger expenditure RD marketing,negative
5star analyst brianwieser Pivotal Research upgraded rating GOOGL BUY Brian 79 success rate httpstcot0dn02EOH5,positive
Hobby Hall sale decrease 26 pct due implementing new information system involved changing principal posting sale,negative
Last year 83 million passenger flew airline 4 percent 2007,neutral
Operating loss totalled EUR 32 mn compared profit EUR 72 mn third quarter 2008,neutral
Subscription sale decreased slightly,neutral
