Sentence,Sentiment
International operations accounted for over 80  of net sales ,neutral
These financing arrangements will enable the company to ensure  in line with its treasury policy  that it has sufficient financial instruments at its disposal for its potential capital requirements ,positive
GILD chart With IBB back over support httpstcoGpRZ2UJFC4,positive
As a result of the negotiations the employment of 130 blue  and whitecollar employees at the Oulu plant would be terminated ,neutral
Operating loss amounted to EUR 07 mn compared to a profit of EUR 08 mn in the second quarter of 2005 ,negative
The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 ,neutral
Thanks to the internet  consumers compare products more than previously and Finnish companies are not competitive ,neutral
Operating profit totalled EUR 58 mn  up from a loss of EUR 17 mn in the fourth quarter of 2009 ,positive
The real estate company posted a net loss of   x201a  593 million   x201a  021 per share compared with a net profit of   x201a  31 million   x201a  011 per share for the corresponding quarter of 2007 ,negative
Earnings per share  EPS  amounted to a loss of EUR0 38 ,negative
The biggest sellers in the chain s supermarkets in Finland are organic Pirkka tomatoes  carrots  eggs  and meat products ,neutral
AAPL long 63091,positive
The divestment of Raisio s margarine business in May 2009 gave the company a clearer focus on grainbased products ,positive
The total value of the project is valued at SEK 30bn  EUR 283 bn USD 381 bn  ,neutral
CGrantWSJ I think this TSLA bubble might go on for some time So long as ppl love the cars they might keep getting funding,positive
When the product is manufactured in Finland  it is also packed in the country ,neutral
LUV Continues to consolidate above previous break out area,positive
 I m not sure what s happening ,neutral
ADP News  Nov 18  2008  Finnish AC drives manufacturer Vacon Oyj OMX  VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe ,positive
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 ,neutral
Scanfil issued a profit warning on 10 April 2006 ,neutral
The contract includes design  construction  delivery of equipment  installation and commissioning ,neutral
The fixedterm contract of Mr Jarmo Ukonaho  the current General Manager of Incap s Indian operations  will finish by the end of the year ,neutral
VNH generates annual net sales of about 5 mln eur and employs 21 people ,neutral
Finland s leading metals group Outokumpu said its fourthquarter net profit more than tripled on the back of strong global demand for stainless steel  soaring base metal prices and proceeds from the sale of its technology unit ,positive
AMZN Trailing 12 months operating cash flow rose 48 to 498 billion  free cash flow decreased 63 to 388 million httpstkscoc06zG,neutral
It posted a turnover of 45 mln euro  61 mln and an operating profit of 15 mln euro  20 mln for 2006 ,neutral
The dismissed staff members will now take the matter to court unless it can be settled outside ,negative
LinkedIn Revenue Up Nearly 50 httpstkscog1F4T  LNKD,positive
Lemminkinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s ,neutral
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities ,neutral
The value of the deal exceeds EUR500 000  the company said ,neutral
The period s sales dropped to EUR 306 million from EUR 383 million  according to the interim report  released today ,negative
Scanfil  a systems supplier and contract manufacturer to the communications sector  will give notice to 20 productional employees  and temporarily lay off 15 employees at the company s plant in Sievi  in Finland ,neutral
The repo rate will gradually reach 2  at the end of 2010  according to Nordea s Economic Outlook ,neutral
Symphony Services provides development services for Aldata GOLD ,neutral
 We have a license agreement with Nokia Corp which in part expires on April 9  2007 ,neutral
The divested stake represented about 27 m shares in Okmetic s capital ,neutral
AAPL bounce right now has no vol more vol when it slid,positive
Los Angelesbased Pacific Office Properties Trust acquires  owns  and operates office properties in the western US  focusing initially on the markets of Honolulu  San Diego  Los Angeles  and Phoenix ,neutral
In Finland  the five largest brands control 90  of the beer market ,neutral
Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia  Canada  while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinclead project in Kazakhstan ,positive
As part of the transaction  the nekoski paper mill remained in Mreal s ownership and continued Galerie Art production for Sappi under a longterm contract ,neutral
Delivery is due in the second half of 2011 ,neutral
The agreement is valid for four years ,neutral
Finnish shipping company Finnlines  of the Grimaldi Group  reports its net sales decreased to EUR 2418 mn in JanuaryJune 2009 from EUR 3840 mn in the corresponding period in 2008 ,neutral
It also has strong assets in electronic media  employing 18500 an increase of 9 percent on last year ,positive
Many of the commercial vessels had got stuck in the narrow Bay of Bothnia  where the ice is thicker  and around the Aaland islands ,negative
The venture  which will be 51  owned by Kemira and 49  by IVRCL  will operate an inorganic coagulant manufacturing facility  to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 ,neutral
There did not seem to be enough hours in a day for Pekkarinen ,neutral
Aug 31  2009 Gawker Media delivered by Newstex If you love fishing video games but felt that there just was nt enough wackiness involved  then Activision s NASDAQ  ATVI Rapala  We Fish might just catch your eye with its familyfun hook ,neutral
Cardona slowed her vehicle  turned around and returned to the intersection  where she called 911 ,neutral
The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila s factory at Khopoli  near Mumbai ,neutral
I see a 20 percent upside in FB shares from here,positive
In JanuaryJune 2010  diluted loss per share stood at EUR0 3 versus EUR0 1 in the first half of 2009 ,neutral
Chime Communications Set To Be Acquired By WPP And Providence,positive
Dixons Carphone profit boost on strong sales,positive
No other ev3 devices were involved in this action ,neutral
 Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy ,negative
Founded in 1994  the company uses a sixstep  timefocused  collaborative project approach to improve financial institutions  revenue streams ,neutral
Under the agreement GeoSentric will provide GyPSiipowered hotel information and reservation services to visitors to China  including such popular cities as Beijing and Shanghai ,positive
Valga Lihatoostus markets its products under the Maks  Moorits trademark ,neutral
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 841 mln euro  1056 mln in the first nine months of 2006 from a net loss of 26 mln euro  33 mln in the same period of 2005 ,positive
Homebuilders  RYL breaking below support watch this one  SPY,negative
Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment   Paavel said ,positive
like T for a breakout long as well getting through the 100 and 200 MA could see it run,positive
HELSINKI  Finland  Sept 18  2009  GLOBE NEWSWIRE   Ixonos Plc expands the company s smartphone RD services and establishes a new nextgeneration smartphone design unit in connection with Ixonos  site in Jyvaeskylae ,positive
AXDX I got bored and took my proprietary profit exit I didnt like the option liquidity and lousy spreads,negative
Also in Latvia  we act as a partner for bakery customers in both production and product development ,neutral
The total donation amount is EUR 1115000 ,neutral
The facility will be used to refinance Citycon s existing credit facility  the company said ,neutral
Finnish real estate company Sponda Oyj said on April 11  2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki ,neutral
In the building and home improvement trade  sales decreased by 63   totalling EUR 1541 mn ,negative
And that s exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies ,neutral
The company moved to an operating profit of EUR10 9 m versus an operating loss of EUR15 3 m It also turned to EPS of EUR0 08 versus loss per share of EUR0 04 ,positive
The costs of the new ropax vessels are 30  lower than those of the present ones ,positive
The deal also includes a tenyear maintenance agreement ,neutral
Talvivaara Mining Company PLC  Talvivaara Mining   LSE  TALV   a Finlandbased nickel mining business  has installed its second production line at its metals recovery plant on June 9  2010 ,neutral
The transactions would increase earnings per share in the first quarter by some EUR0 28 ,positive
Market data and analytics are derived from primary and secondary research ,neutral
IWM buy programs popping iwm for close print cheap money means higher stock prices spy robot buying,positive
Cencorp would focus on the development  manufacture and marketing of standard products for production automation ,neutral
Crucially  the decision to use ETSI  European Telecommunication Standard Institute   backed DVBH adds to the growing list of operators and equipment manufacturers opting for the standard  see Global  20 January 2006  Competing Technologies Vie for Mobile TV  ,neutral
In addition  Kone signed a twoyear maintenance contract for the escalators ,positive
The size of the extension  185  of which already has been let  will have a gross area of about 2830 sq m 30460 sq ft ,neutral
The new location is nt the only change Wellmont has in store for its air transport service ,neutral
Other potential clients include public administration organizations investing in utility networks and services ,neutral
The steelmaker said that the drop in profit was explained by the continuing economic uncertainty  mixed with the current drought in bank lending  resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations ,neutral
The EA Reng group posted sales of approximately 84 million kroons for 2007 ,neutral
Barclays share price subdued as bank faces fresh forex probe,negative
The markets expect Heineken to sell Hartwall as a whole or in parts ,neutral
In addition to the Tulikivi Corporation  he is also currently a member of the Board of the following companies  Altia Corporation  JrviSuomen Portti Osuuskunta  Osuuskunta KPY  Profile Vehicles Oy and Voimatel Oy ,neutral
The total investment in the Vantaa plant extension will amount to around 10 million euro  and Okmetic s share of the investments will be worth around 27 million ,neutral
Last year  UPM cut production  closed mills in Finland and slashed 700 jobs ,negative
Currently  the plant operates on full capacity ,neutral
The report profiles 614 companies including many key and niche players worldwide such as Black  Decker Corporation  Fiskars Corporation  Fiskars Brands  Inc  Husqvarna Outdoor Products Inc  KS Group  Ryobi Technologies  Inc  The Scotts MiracleGro Company  and Van Group  Inc ,neutral
Walter Investment Management Corp Receives a Sell from Compass Point WAC httpstkscoc1IvX,negative
The move will be carried out by transferring HKScan s productionrelated property  plant  equipment  as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland ,neutral
 It wo nt happen overnight ,neutral
Chief executive officer OlliPekka Kallasvuo s changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple s iPhone and RIM s BlackBerry ,negative
Deutsche Bank cuts SBUX,negative
Irish housebuilder Cairn Homes plans London listing,positive
The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364000 Componenta Corporation shares including also the proportion to be paid in cash ,neutral
Cramo s manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads  bridges  airports and shops are being built ,neutral
Operating profit for the quarter AprilJune 2006 amounted to EUR42 9 m on net sales of EUR156 3 m,neutral
SLV POS been saying it for 2 years Going lower Forget about it or go short,negative
Paper company Mreal calculated that if 100000 biscuit cartons are made using a 25gsm lighter board  the CO2 saved over the course of 12 months would be equal to that generated by driving 1000 km by car ,neutral
The company expects to open its first online shop in the US in the summer in 2011 ,neutral
The Moscow Metro  wwwmosmetroru  was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 ,neutral
 Small firms are suffering at the moment because they are likely to have money trouble   he added ,negative
Net sales revenue per passenger is expected to increase ,positive
Return on capital employed ROCE was a negative 23  compared to 113  in 2007 ,neutral
Indigo and Somoncom serve 377000 subscribers and had a market share of approximately 27  as of May 2007 ,neutral
 I warmly welcome Michael Frei to Outotec ,positive
ITV share price Group mulls takeover of Canadas Entertainment One,positive
Operating profit for the sixmonth period decreased from EUR111 9 m  while sales increased from EUR1 275 m  as compared to the corresponding period in 2006 ,neutral
The most significant capital expenditure items were in the global enterprise resource planning ERP project  product development and production machines ,neutral
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan 21 and the Saltonstall state office building on Jan 23 ,neutral
3rd red day in a row  TSLA,negative
Operating profit totalled EUR 04 mn  up from an operating loss of EUR 08 mn yearonyear ,positive
According to Finnish financial services group Sampo s CEO  Bjrn Wahlroos  Danish Danske Bank s acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland s economic history ,neutral
FSecure  a developer of security solutions as a service through Internet Service Providers and mobile operators  announced results from its annual Online Wellbeing Survey ,neutral
In December alone  the members of the Lithuanian Brewers  Association sold a total of 203 million liters of beer  an increase of 19 percent from the sales of 1992 million liters in December 2004 ,positive
CocaCola was the market leader of manufacturers with a market share of 369   down 22  from the corresponding period in 20042005 ,neutral
Barclays Plc  LSE  BARC   NYSE  BCS   Credit Agricole SA  EPA  ACA   CAGR ,neutral
Finnish Componenta has published its new longterm strategy for the period 20112015 with the aim of growing together with its customers ,neutral
The veneer and plywood industry in Sweden is quite small despite the raw material resources ,neutral
Finnish metal products company Componenta Oyj  HEL  CTH1V  said today its net loss narrowed to EUR 500000  USD 680000  in the last quarter of 2010 from EUR 53 million for the same period a year earlier ,positive
Viking will pay EUR 130 million for the new ship  which will be completed in January 2008 ,neutral
Rautaruukki aims to find work from the group s other locations for those who have been made redundant ,neutral
According to the company  in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 ,negative
According to Arokarhu  some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed ,negative
Their names have not yet been released ,neutral
Also  it is bringing in  the right kind of people  to upgrade its human resources ,positive
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 ,neutral
UPDATE 3ExBarclays director accused by US of illegal tips to plumber,negative
LG completes UKs largest medically underwritten bulk pension risk deal,positive
Lassila  Tikanoja s operating profit excluding nonrecurring and imputed items for the second quarter was EUR11 3 m  down from EUR13 8 m a year ago ,neutral
Honkarakenne mainly exports large luxury log houses to Russia to be used as onefamily houses or holiday homes  70  of sales go to the Moscow region  about 20  to the St Petersburg region  and the remainder to other locations ,neutral
The value of the deal was not disclosed ,neutral
HKScan  headquartered in Turku  Finland  is a leading northern European food group with 10000 employees in nine countries ,neutral
TSLA I see more downside in next two weeks be careful 20 dollars drop potential vs 10 up moved,negative
 They would invest not only in the physical infrastructure  but would also provide knowhow for managing and developing science and technology parks   said Sunrise Valley director Andrius Bagdonas ,positive
Favourable currency rates also contributed to higher net sales   CEO Kari Kauniskangas said ,positive
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information ,neutral
Union and company officials did not return calls yesterday ,neutral
 ADP News   Finnish handling systems provider Cargotec Oyj  HEL  CGCBV  announced on Friday it won orders worth EUR 10 million  USD 132 m  to deliver linkspans to Jordan  Morocco and Ireland ,positive
German Commerzbank AG s Hamburg Branch and US JP Morgan  NYSE  JPM  participated as arrangers  and Dutch ING  AMS  INGA  as coarranger ,neutral
Global life science industry is strictly regulated by international and national authorities ,neutral
Tieto offers Aktia a good foundation and the required support services for implementing the update project   says Juha Volotinen  responsible for Aktia s web services ,positive
The company will build altogether 130 new substations by the end of this year ,neutral
Tiimari  the Finnish retailer  reported to have geenrated quarterly revenues totalling EUR 13 mn in the 4th quarter 2009  up from EUR 03 mn loss in 2008 ,positive
His resignation will take effect immediately ,neutral
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch ,neutral
No financial detail were available ,neutral
Following the divestment  Fiskars s Outdoor unit will comprise the brands Gerber  Silva and Buster  and will focus on multitools  knives  compasses  mobile lighting  pedometers  and aluminium boats ,neutral
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares  79 pc  ,neutral
At 1411 CET  ArcelorMittal had lost 726  to EUR 1738 on Euronext Paris  coming at the lead of the bluechip fallers ,negative
And Ogden reportedly will shell out  42 million ,neutral
GALE Breakout Coming Soon,positive
A In August 2007  Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge  central Lithuania ,neutral
Foundries division reports its sales increased by 97  to EUR 631 mn from EUR 575 mn in the corresponding period in 2006  and sales of the Machine Shop division increased by 164  to EUR 412 mn from EUR 354 mn in the corresponding period in 2006 ,positive
SP downgrades Barclays and RBS on government bailout fears,negative
Finnish high technology provider Vaahto Group reports net sales of EUR 418 mn in the accounting period September 2007  February 2008  an increase of 112  from a year earlier ,positive
BBRY both 1m6m trends turn bullish today with a resistance level at 1131 httpstkscoj1qt6,positive
Isolationism Another Sell Rating Sell Ratings On SPY QQQ IWM And Several Companies httpstco6NKWEcrBA5 AAPL AXP BAC BLUE FXE,negative
The expanded company will continue to be called NewPage ,neutral
The company said that sales in the three months to the end of March slid to EUR86 4 m US 1134 m from EUR91 2 m last year ,neutral
Finnish energy company Fortum has set itself new stricter target limits for shortterm carbon dioxide emissions from its heat and electricity production ,neutral
The refining margin for the year was  1339  bbl  compared to  1046  bbl in the prior year ,positive
PRGN A bottom right here,neutral
Operating profit rose to EUR 135 mn from EUR 97 mn in the corresponding period in 2006 ,positive
TSLA weakest in todays DT watchlist,negative
Tesla Voluntary recall of 2700 Model X vehicles due to back seat issue TSLA httpstcoNPAkc3U6GS,negative
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 ,neutral
Finnish electronics contract manufacturer Scanfil reports net sales of EUR 2412 mn in 2006  down from EUR 3216 mn in 2005 ,neutral
The customers will have an access to integrated propeller and gear packages from one source ,neutral
The addon order contains  among others  control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls ,neutral
YIT lodged counter claims against Neste Oil totaling some EUR25m  primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project ,negative
The reductions will be implemented mainly in the course of the first half of 2009 ,neutral
UVXY Put the chum out there at key support then next level down  careful,negative
Inha Works has invested in its product development and market research ,neutral
Tesco Asda sales fall as march of the discounters continues Kantar,negative
The first quarter was as expected and was in line with analysts  forecasts ,neutral
OMEO  wwwomeose  employs 55 and expects net sales of some 23 mln euro   298 mln  for fiscal 20062007  ending April 30  2007 ,neutral
At a press conference  Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength ,positive
The shares represented 4998  of total share capital and 214  of total voting rights ,neutral
Mobile data transfer is expected to increase explosively in the LTE era ,neutral
Finnish cutlery and hand tools maker Fiskars Oyj Abp  HEL  FISAS  said today its net profit rose to EUR 241 million  USD 336 m  in the third quarter of 2010 from EUR 179 million a year earlier ,positive
REN bottoming out again Good time to buy,positive
In addition  the Kazakh delegation will visit Finland s SITRA investment fund  Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC s activities ,neutral
55 workers in ml will be affected by the closedown ,neutral
Construction is scheduled to start in AprilJune 2007 and to be completed in early 2008 ,neutral
Finnish waste management and cleaning group Lassila  Tikanoja Oyj  LT  net profit went down to 322 mln euro   477 mln  for 2007 from 353 mln euro   523 mln  for 2006 ,neutral
Operating loss increased to EUR 17mn from a loss of EUR 108 mn in 2005 ,negative
Jarmo Honkamaa  head of the oil refining business at Neste Oil  says the situation looks promising from their viewpoint ,positive
This is the second successful effort for the financial investor this year ,positive
RNN day traders flushed out it should start going up slowly from now on ,positive
 After fixing our homebase  cutting costs and closing the nonprofitable units  we are now looking at going forward   she said ,positive
 The transaction strengthens our position  in design and branded goods   said Fiskars president and CEO Heikki Allonen  pointing out that the two groups have relatively few overlapping operations ,positive
Financial terms were nt disclosed ,neutral
Finnish media group Talentum has issued a profit warning ,neutral
Rubin says he expects Capman to announce 12 additional transactions in 2009 ,neutral
UPDATE 1AstraZeneca sells rare cancer drug to Sanofi for up to 300 mln,positive
The total investment of the project will be approximately EUR 36m ,neutral
 Demand for sports equipment was good in 2005 ,positive
According to Vauramo  the plant s lifting equipment is suitable for Asian and for some Chinese trucks ,neutral
How KraftHeinz Merger Came Together in Speedy 10 Weeks,positive
Igor and Oleg Yankov  who currently manage Moron and Vitim  will hold onto the 25  stake for now ,neutral
KAUKOTELKO LTD PRESS RELEASE 19062007 AT 1400 1  1  Telko Group  KaukoTelko  is expanding its strategic partnership with BP Industrial Lubricants  Services  BP ILS  by acquiring total ownership of BP s Swedish retail company  MolubAlloy AB ,positive
narrows to EUR2 8 m 9mo 09 29 October 2009  Finnish software and hardware developer Elektrobit Oyj HEL  EBG1V  or EB  said today that its net loss narrowed to EUR2 8 m for the first nine months of 2009 from EUR35 6 m for the same period a year ago ,positive
Vaisala also said it expects net sales of EUR 2532 million for 2010  compared with EUR 2522 million recorded in 2009 ,positive
The order also covers design services  hardware  software licences  as well as maintenance services over six years ,neutral
The company will pay a dividend of EUR 050 per share  a total of EUR 14mn ,neutral
Compared with the FTSE 100 index  which rose 949 points  or 16   on the day  this was a relative price change of 04  ,neutral
 We have tailored our solutions to meet Solel s technical requirements  and the result is both costeffective manufacturing and highestquality reflectors  ,positive
Operating income rose to EUR 6964 mn from EUR 6003 mn in 2009 ,positive
Net sales in 2010 were about EUR 20 billion  of which international operations accounted for roughly a quarter ,neutral
In sales volume  CocaCola s market share has decreased by 22  to 242  ,negative
The desk will reach its full planned strength of ten persons in autumn 2007 ,neutral
One price category is for calls on the preferred operator s network  and another for calls on other operators  networks ,neutral
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement ,neutral
The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 ,neutral
It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites ,neutral
Operating profit fell to EUR 354 mn from EUR 688 mn in 2007  including vessel sales gain of EUR 123 mn ,neutral
The largest restructuring is planned for Italy  where negotiations on about 40 job cuts are to be initiated today  the company noted ,negative
At first  Solteq s services to companies operating in the St Petersburg area will include maintenance and material management systems and data collection solutions ,neutral
FB SHIFTING ON THE 15 MINUTE HERE  SUSPECT TO TAKE HIGHS,positive
WMT BULLISH with MACD CROSSOVER with RSI and STO going up  above 734 MA50 res could run httpstkscogGCq,positive
Operating profit rose to EUR2 4 m from EUR1 6 m year earlier ,positive
Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna  Finland ,positive
They can be used to control the speed of electric motors used by industry and municipal engineering  and in power generation using renewable energy ,neutral
Meggitt share price tumbles as profit falls in challenging year,negative
IMRS  its important to be pragmatic in analysishigh prices could offer headwindsbullish story intactevenif the market rolls over,positive
On top of that  the US Commerce Department published worsethanexpected construction spending figures for November ,neutral
Under the agreement  Pfizer has been funding Biotie s research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds ,neutral
The tests  conducted at Nokia Siemens  LTE center of competence in Espoo  Finland  follow the company s production start of LTEready Flexi Multiradio Base Stations for the 800 MHz band in April 2010  and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands ,neutral
says Brian Burton  Head of IT Security  Vodafone UK ,neutral
Net cash from operating activities was a negative EUR 03 mn  compared to EUR 309 mn in 2009 ,neutral
The total need for staff cuts corresponds to about 300 manyears ,neutral
Within the framework of the partnership  Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary  JSC Mikron  which is the largest manufacturer and exporter of microelectronic components in Russia ,positive
The estimated annual value of the frame agreement is about EUR 50mn ,neutral
The company expects its net sales in the first half of 2008 to reach the previous year s level ,positive
In addition to its stake in MegaFon  Telecominvest currently owns 100  of shares in Web Plus and St Petersburg Payphones  51  in telecom equipment producer PeterServis and a number of other minor assets ,neutral
Russia s top container shipping group  Fesco  and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries  Fesco said in a statement ,positive
Operating profit fell to EUR 2326 mn from EUR 3286 mn ,neutral
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 49 mln euro  63 mln in the first nine months of 2006 from a net loss of 18 mln euro  23 mln a year earlier ,positive
Fiskars R  founded in 1649  is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the US ,neutral
Berkshire discloses units ties to Iran opens probe,negative
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products ,positive
Today  we are connecting people in new and different ways  fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them ,neutral
In the Baltic countries  sales fell by 426  ,negative
For 24hour news  try ICIS news wwwiciscom Click  trial   then ICIS news,neutral
In Finland  71  of paper and paperboard is reclaimed ,neutral
A total of 750330 new Citycon shares with a nominal value of EUR 135 per share were subscribed in December exercising the ABC options based on the company s stock option plan 1999 ,neutral
GRPN might be selling off ahead of P earnings,negative
The above mentioned shareholders will suggest that a monthly salary of EUR 1400 would be paid for the Board members outside the company ,neutral
Arm profits and sales up as shift away from mobile gains pace,positive
Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur  near Bangalore ,neutral
Cargo volume increased by approximately 5  ,positive
GOOGL Hit With Lawsuit from Russian Search Engine YNDX httpstkscob1kD8,negative
AAPL Action into the close indicates that AAPL probably hit a near term high  Momentum slowing after a huge run,positive
So far the company has awarded more than  350000 worth of tools and materials ,neutral
However  the company saw its net profit for the third quarter down to EUR1 4 m from EUR1 5 m for the corresponding period of 2009 ,negative
Aviva Fined 27 Million by UK Regulator Over Fee Failings,negative
Finnish management software solutions provider Ixonos Oyj net profit decreased to 369000 euro   575000  for the first quarter of 2008 from 669000 euro   10 mln  for the same period of 2007 ,negative
The bank also expects additional costs  related to the Dash 8  Q400 jets  which the group shelved in October 2007 ,neutral
The turbines are expected to be launched by the end of 2012 ,neutral
ADPnews  Sep 28  2009  Finnish silicon wafers maker Okmetic Oyj HEL  OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today ,neutral
Shell offers 50 percent premium to buy BG for 70 billion,positive
Lean System supports change management and component purchasing extremely well ,positive
Incap Furniture is presently negotiating staff cuts ,negative
To see more of New Haven Register  or to subscribe to the newspaper ,neutral
Production levels have been agreed with producers a long time ago  so a fall in consumption will lead to losses ,negative
NVDA sideways,neutral
Diageo Shares Surge on Report of Possible Takeover by Lemann,positive
 Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development ,neutral
 Nordea s definitely too big for Sampo to acquire   said an analyst  But Sampo would appear to have an agenda for Nordea ahead of the privatisation ,neutral
Ahlstrom  headquartered in Helsinki  Finland  is a global company involved in the development  manufacture and marketing of high performance fibrebased materials ,neutral
The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40000 tonnes a day ,neutral
The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean  Africa and North America  says Uwe Bakosch ,positive
Key reasons to read this report   Report contains only relevant information  leaving out excessive data ,neutral
Adobe Receives New Rating from Top Analyst ADBE httpstcoLJNXPEvHZN,positive
As part of the agreement  Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu  Finland ,neutral
The order includes a log handling line  peeling line and drying line for the production of parquet base layer veneer for Plyfa s Hassela mill  central Sweden ,neutral
Diluted earnings per share  EPS  stood at EUR 025 versus EUR 042 ,negative
VRTX early technical BUY signal for confirmation  86 it needs some fundam incentive httpstcoQuYSrqFo2x,positive
The energyefficient data center will be built by combining an effective energy solution with stateoftheart technology ,positive
Johnson Matthey raises prospect of investor payout,positive
The chain has been trying to cut its own costs  pressuring vendors such as fitness equipment manufacturer Precor to slash prices ,neutral
Aldata Solution  a global company engaged in supplier to consumer business process optimization  has announced the details of its Dollars for Dinosaurs program ,neutral
Also the development of online businesses will continue ,neutral
 Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface  was invented by Marko Ahvenainen Ruutana  Finland ,neutral
Fortum had previously bought the stateheld stake in TGK10 from RAO UES during its reform ,neutral
In the first nine months of 2010  the company s net loss narrowed to EUR415 000 from EUR7 4 m for the corresponding period of 2009 ,positive
US dollar wipes out sales gains for SABMiller,negative
Revenue grew by 2 percent to  x20ac 580 million  743 million  from  x20ac 569 million ,positive
Seppala s revenue increased by 02  to EUR10 1 m In Finland  revenue went down by 24  to EUR6 8 m  while sales abroad rose by 62  to EUR3 3 m Sales increased in all the Baltic countries as well as in Russia and Ukraine ,positive
WX Decent pull back  ,negative
Master of Mayawas jointly developed by Nokia Siemens Networks and UFA  FremantleMedia  and will be actively advertised by Maxis in the end of May 2007 ,neutral
ENDP Was looking for a long entry but todays price action wasnt appealing,neutral
Covered my small MWW short  799 for a 16 loss Flat on the day All cash now,positive
Return on equity stood at 183  compared to 154  in the third quarter of 2005 ,positive
The negotiation has resulted in the reduction of 80 people in regular employment  around half of which will be covered with pension arrangements ,negative
ACOM httpstksco1G6x Downside breakout looks to be coming soon,negative
Finnish handling systems company Cargotec Oyj  HEL  CGCBV  said today that it won a EUR 13 million  USD 166 m  contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping ,positive
78 users on Vetr are bearish on Tesla Motors Inc indicating a SELL Rating 2 stars for TSLA httpstcovVpzqCXsNJ,negative
The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008  the statement says ,neutral
CapMan  the Stockholmheadquartered private equity firm  has held a first close on its second private equity real estate fund as it continues its push into the property sector ,neutral
The compnay also said that it would lower the price of development projects by about one third compared with last November ,neutral
