Sentence,Sentiment,Tokens
Cash flow operating activity estimated positive,positive,"['Cash', 'flow', 'operating', 'activity', 'estimated', 'positive']"
aapl key breakout 460 solid volume else trade,positive,"['aapl', 'key', 'breakout', '460', 'solid', 'volume', 'else', 'trade']"
Finnish electronics contract maker Incap Oyj said January 3 2008 sold manufacturing facility Helsinki local real estate company Sponda Oyj 53 mln euro 78 mln,neutral,"['Finnish', 'electronics', 'contract', 'maker', 'Incap', 'Oyj', 'said', 'January', '3', '2008', 'sold', 'manufacturing', 'facility', 'Helsinki', 'local', 'real', 'estate', 'company', 'Sponda', 'Oyj', '53', 'mln', 'euro', '78', 'mln']"
Stora Chief Executive Jouko Karvinen described Russian tariff hike threat future forest product industry Finland,neutral,"['Stora', 'Chief', 'Executive', 'Jouko', 'Karvinen', 'described', 'Russian', 'tariff', 'hike', 'threat', 'future', 'forest', 'product', 'industry', 'Finland']"
situation coated magazine printing paper continue weak,neutral,"['situation', 'coated', 'magazine', 'printing', 'paper', 'continue', 'weak']"
Honkarakenne also decided yesterday sell 88500 Bseries share key staff member EUR 290 per share,neutral,"['Honkarakenne', 'also', 'decided', 'yesterday', 'sell', '88500', 'Bseries', 'share', 'key', 'staff', 'member', 'EUR', '290', 'per', 'share']"
Currently Glaston employ approximately 1500 person,neutral,"['Currently', 'Glaston', 'employ', 'approximately', '1500', 'person']"
Filter Tips cover volume range 011200 l including new size 10 20 100120 200 300 1000 1200 l volume capacity,neutral,"['Filter', 'Tips', 'cover', 'volume', 'range', '011200', 'l', 'including', 'new', 'size', '10', '20', '100120', '200', '300', '1000', '1200', 'l', 'volume', 'capacity']"
Ocwen Reaches Settlement California Regulator,positive,"['Ocwen', 'Reaches', 'Settlement', 'California', 'Regulator']"
PPG Descending triangle liking upside break httpstkscoo9nY,positive,"['PPG', 'Descending', 'triangle', 'liking', 'upside', 'break', 'httpstkscoo9nY']"
restructuring UPM average paper machine capacity Europe 320000 ton 350000 short ton coated magazine paper 420000 ton 460000 short ton coated fine paper,neutral,"['restructuring', 'UPM', 'average', 'paper', 'machine', 'capacity', 'Europe', '320000', 'ton', '350000', 'short', 'ton', 'coated', 'magazine', 'paper', '420000', 'ton', '460000', 'short', 'ton', 'coated', 'fine', 'paper']"
FTSE 100 fall China devaluation hit Burberry mining stock,negative,"['FTSE', '100', 'fall', 'China', 'devaluation', 'hit', 'Burberry', 'mining', 'stock']"
Finnish company previously said operating result lower breakeven posted year earlier,neutral,"['Finnish', 'company', 'previously', 'said', 'operating', 'result', 'lower', 'breakeven', 'posted', 'year', 'earlier']"
Rimi supermarket key customer Magistral center,neutral,"['Rimi', 'supermarket', 'key', 'customer', 'Magistral', 'center']"
cruising rev fall less engine output required,neutral,"['cruising', 'rev', 'fall', 'less', 'engine', 'output', 'required']"
FDA panel back safety update AstraZeneca Takeda drug,positive,"['FDA', 'panel', 'back', 'safety', 'update', 'AstraZeneca', 'Takeda', 'drug']"
Founded 2000 BioView automates laboratory test especially diagnostic test cancer,neutral,"['Founded', '2000', 'BioView', 'automates', 'laboratory', 'test', 'especially', 'diagnostic', 'test', 'cancer']"
AAPL Im glad got stopped 113 weekly reenter next Monday earnings runup,neutral,"['AAPL', 'Im', 'glad', 'got', 'stopped', '113', 'weekly', 'reenter', 'next', 'Monday', 'earnings', 'runup']"
NFLX small po short 180 wkly put,negative,"['NFLX', 'small', 'po', 'short', '180', 'wkly', 'put']"
Registration required,neutral,"['Registration', 'required']"
financial detail available,neutral,"['financial', 'detail', 'available']"
Almost two third Olvi net sale come outside Finland,neutral,"['Almost', 'two', 'third', 'Olvi', 'net', 'sale', 'come', 'outside', 'Finland']"
2003 emphasis Kyro strategy Glaston growth,neutral,"['2003', 'emphasis', 'Kyro', 'strategy', 'Glaston', 'growth']"
Rivals say Qualcomm fewer patent 3G phone earlier version lower rate,negative,"['Rivals', 'say', 'Qualcomm', 'fewer', 'patent', '3G', 'phone', 'earlier', 'version', 'lower', 'rate']"
Market share decreased route Helsinki Finland Tallinn Estonia 01 percentage point 248,negative,"['Market', 'share', 'decreased', 'route', 'Helsinki', 'Finland', 'Tallinn', 'Estonia', '01', 'percentage', 'point', '248']"
event also viewed live webcast wwwcargoteccom,neutral,"['event', 'also', 'viewed', 'live', 'webcast', 'wwwcargoteccom']"
Sales clothing developed best,positive,"['Sales', 'clothing', 'developed', 'best']"
GlaxoSmithKline share price slip FDA okay asthma therapy adult,negative,"['GlaxoSmithKline', 'share', 'price', 'slip', 'FDA', 'okay', 'asthma', 'therapy', 'adult']"
financial pricing detail disclosed,neutral,"['financial', 'pricing', 'detail', 'disclosed']"
According Swedish authority trace toxic osmium tetroxide found coast Permeri Northernmost part Gulf Bothnia,negative,"['According', 'Swedish', 'authority', 'trace', 'toxic', 'osmium', 'tetroxide', 'found', 'coast', 'Permeri', 'Northernmost', 'part', 'Gulf', 'Bothnia']"
Basware finance acquisition bank loan,neutral,"['Basware', 'finance', 'acquisition', 'bank', 'loan']"
buy Associated British Foods plc Great Portland Estates plc Dunelm Group plc following today news,positive,"['buy', 'Associated', 'British', 'Foods', 'plc', 'Great', 'Portland', 'Estates', 'plc', 'Dunelm', 'Group', 'plc', 'following', 'today', 'news']"
AAPL new long 11061 broken Targets 11219 11986 12382 Bears must retake 10277 QQQ NQF NDX httpstco6l3m1wXChw,positive,"['AAPL', 'new', 'long', '11061', 'broken', 'Targets', '11219', '11986', '12382', 'Bears', 'must', 'retake', '10277', 'QQQ', 'NQF', 'NDX', 'httpstco6l3m1wXChw']"
Tekla defense business employ 20 person located Espoo Finland,neutral,"['Tekla', 'defense', 'business', 'employ', '20', 'person', 'located', 'Espoo', 'Finland']"
Glaston net profit third quarter 2007 dropped 24 mln euro 35 mln 35 mln euro 51 mln corresponding period 2006,negative,"['Glaston', 'net', 'profit', 'third', 'quarter', '2007', 'dropped', '24', 'mln', 'euro', '35', 'mln', '35', 'mln', 'euro', '51', 'mln', 'corresponding', 'period', '2006']"
Additionally information business segment competitor future outlook provided,neutral,"['Additionally', 'information', 'business', 'segment', 'competitor', 'future', 'outlook', 'provided']"
Cramo Group financial target 20102013 sale growth higher 10 percent per year return equity 15 percent,positive,"['Cramo', 'Group', 'financial', 'target', '20102013', 'sale', 'growth', 'higher', '10', 'percent', 'per', 'year', 'return', 'equity', '15', 'percent']"
BAC swing trade look like want go,positive,"['BAC', 'swing', 'trade', 'look', 'like', 'want', 'go']"
SPY Less 02 people calling bearish heading exit already Maybe 1 crash Disturbing,negative,"['SPY', 'Less', '02', 'people', 'calling', 'bearish', 'heading', 'exit', 'already', 'Maybe', '1', 'crash', 'Disturbing']"
blindspots coming 1 vantage point allows investigator see whole story high resolution unbroken video,neutral,"['blindspots', 'coming', '1', 'vantage', 'point', 'allows', 'investigator', 'see', 'whole', 'story', 'high', 'resolution', 'unbroken', 'video']"
therefore seems Finnish shipping company Viking Line get subsidy need order new LNGfuelled vessel,positive,"['therefore', 'seems', 'Finnish', 'shipping', 'company', 'Viking', 'Line', 'get', 'subsidy', 'need', 'order', 'new', 'LNGfuelled', 'vessel']"
Based first quarter result existing order backlog new order prospect company expects fullyear sale contract 25 2008 gross margin stay healthy level operating profit margin lower 2008 due lower sale volume,negative,"['Based', 'first', 'quarter', 'result', 'existing', 'order', 'backlog', 'new', 'order', 'prospect', 'company', 'expects', 'fullyear', 'sale', 'contract', '25', '2008', 'gross', 'margin', 'stay', 'healthy', 'level', 'operating', 'profit', 'margin', 'lower', '2008', 'due', 'lower', 'sale', 'volume']"
cooperation double Switch converter capacity,positive,"['cooperation', 'double', 'Switch', 'converter', 'capacity']"
Finnish Pyry awarded engineering contract CFR national railway company Romania,positive,"['Finnish', 'Pyry', 'awarded', 'engineering', 'contract', 'CFR', 'national', 'railway', 'company', 'Romania']"
Look AMZN 600,positive,"['Look', 'AMZN', '600']"
sinter plant limestone coke breeze mixed iron ore concentrate sintered lump form sinter use blast furnace raw material ironmaking,neutral,"['sinter', 'plant', 'limestone', 'coke', 'breeze', 'mixed', 'iron', 'ore', 'concentrate', 'sintered', 'lump', 'form', 'sinter', 'use', 'blast', 'furnace', 'raw', 'material', 'ironmaking']"
ADPnews Jun 30 2009 Finnish stainless steel maker Outokumpu Oyj HEL OUT1V said yesterday signed threeyear EUR 900 million USD 13 bn revolving credit facility,positive,"['ADPnews', 'Jun', '30', '2009', 'Finnish', 'stainless', 'steel', 'maker', 'Outokumpu', 'Oyj', 'HEL', 'OUT1V', 'said', 'yesterday', 'signed', 'threeyear', 'EUR', '900', 'million', 'USD', '13', 'bn', 'revolving', 'credit', 'facility']"
company disclose sum applied,neutral,"['company', 'disclose', 'sum', 'applied']"
total scholarship amount 40000 euro recipient chosen recommendation fine art university sport association,neutral,"['total', 'scholarship', 'amount', '40000', 'euro', 'recipient', 'chosen', 'recommendation', 'fine', 'art', 'university', 'sport', 'association']"
Pretax profit totaled EUR 90 mn EUR 363 mn 2007,negative,"['Pretax', 'profit', 'totaled', 'EUR', '90', 'mn', 'EUR', '363', 'mn', '2007']"
difference explained fact two shipping company stopped operating Gulf Finland,neutral,"['difference', 'explained', 'fact', 'two', 'shipping', 'company', 'stopped', 'operating', 'Gulf', 'Finland']"
Commission income decreased EUR 38 mn compared EUR 46 mn third quarter 2007,negative,"['Commission', 'income', 'decreased', 'EUR', '38', 'mn', 'compared', 'EUR', '46', 'mn', 'third', 'quarter', '2007']"
VOLC STOCK HIGH PROBABILITY RALLYING TOMORROW ANDOR EARLY NEXT WEEK,positive,"['VOLC', 'STOCK', 'HIGH', 'PROBABILITY', 'RALLYING', 'TOMORROW', 'ANDOR', 'EARLY', 'NEXT', 'WEEK']"
market value one crane USD6m reported Finnish news agency STT,neutral,"['market', 'value', 'one', 'crane', 'USD6m', 'reported', 'Finnish', 'news', 'agency', 'STT']"
corresponding increase share capital due subscription warrant total EUR 186074 registered Finnish Trade Register January 4 2008,neutral,"['corresponding', 'increase', 'share', 'capital', 'due', 'subscription', 'warrant', 'total', 'EUR', '186074', 'registered', 'Finnish', 'Trade', 'Register', 'January', '4', '2008']"
ADPnews Feb 5 2010 Finnish real estate investor Sponda Oyj HEL SDA1V said today slipped net loss EUR 815 million USD 118 2009 profit EUR 293 million 2008,negative,"['ADPnews', 'Feb', '5', '2010', 'Finnish', 'real', 'estate', 'investor', 'Sponda', 'Oyj', 'HEL', 'SDA1V', 'said', 'today', 'slipped', 'net', 'loss', 'EUR', '815', 'million', 'USD', '118', '2009', 'profit', 'EUR', '293', 'million', '2008']"
KalnapilioTauro Grupe KalnapilisTauras Group owned Denmark Royal Unibrew raised market share 2518 percent 2374 percent beer sale seven month jumped 145 percent 405 million liter,positive,"['KalnapilioTauro', 'Grupe', 'KalnapilisTauras', 'Group', 'owned', 'Denmark', 'Royal', 'Unibrew', 'raised', 'market', 'share', '2518', 'percent', '2374', 'percent', 'beer', 'sale', 'seven', 'month', 'jumped', '145', 'percent', '405', 'million', 'liter']"
Activision Blizzard Media Networks Announces Record Esports Viewership httpstco729BiqLbtK ATVI partnered HDSI 9 tournament,positive,"['Activision', 'Blizzard', 'Media', 'Networks', 'Announces', 'Record', 'Esports', 'Viewership', 'httpstco729BiqLbtK', 'ATVI', 'partnered', 'HDSI', '9', 'tournament']"
product include Personal Communications product mobile phone part Home Communications product settop box electronics flat panel TVs well Communications Networks product basestations towertop amplifier microwave system,neutral,"['product', 'include', 'Personal', 'Communications', 'product', 'mobile', 'phone', 'part', 'Home', 'Communications', 'product', 'settop', 'box', 'electronics', 'flat', 'panel', 'TVs', 'well', 'Communications', 'Networks', 'product', 'basestations', 'towertop', 'amplifier', 'microwave', 'system']"
Finnish dental care group Oral Hammaslaakarit Oyj posted total net profit 849000 euro 11 mln first nine month 2006 versus net loss 331000 euro 421000 period 2005,positive,"['Finnish', 'dental', 'care', 'group', 'Oral', 'Hammaslaakarit', 'Oyj', 'posted', 'total', 'net', 'profit', '849000', 'euro', '11', 'mln', 'first', 'nine', 'month', '2006', 'versus', 'net', 'loss', '331000', 'euro', '421000', 'period', '2005']"
Stora Enso global paper packaging wood product company Neste Oil Finnish company engaged refining marketing oil inaugurated demonstration plant Varkaus Finland biomass liquid production utilizing forestry residue,neutral,"['Stora', 'Enso', 'global', 'paper', 'packaging', 'wood', 'product', 'company', 'Neste', 'Oil', 'Finnish', 'company', 'engaged', 'refining', 'marketing', 'oil', 'inaugurated', 'demonstration', 'plant', 'Varkaus', 'Finland', 'biomass', 'liquid', 'production', 'utilizing', 'forestry', 'residue']"
Nordic bank already write sizable loan Latvia Swedbank Nordea DnB SEB reporting combined loss excess 135 billion period 2007 2010 backdrop near economic meltdown Latvia,neutral,"['Nordic', 'bank', 'already', 'write', 'sizable', 'loan', 'Latvia', 'Swedbank', 'Nordea', 'DnB', 'SEB', 'reporting', 'combined', 'loss', 'excess', '135', 'billion', 'period', '2007', '2010', 'backdrop', 'near', 'economic', 'meltdown', 'Latvia']"
Finnish Suominen Flexible Packaging cutting 48 job unit Tampere two Nastola Finland,neutral,"['Finnish', 'Suominen', 'Flexible', 'Packaging', 'cutting', '48', 'job', 'unit', 'Tampere', 'two', 'Nastola', 'Finland']"
company first contract abroad,neutral,"['company', 'first', 'contract', 'abroad']"
put costly cell phone tower thinly populated area balloon would,neutral,"['put', 'costly', 'cell', 'phone', 'tower', 'thinly', 'populated', 'area', 'balloon', 'would']"
company admits 36 month relatively short time operating Russia,neutral,"['company', 'admits', '36', 'month', 'relatively', 'short', 'time', 'operating', 'Russia']"
Export declined 6 percent 164 million liter,negative,"['Export', 'declined', '6', 'percent', '164', 'million', 'liter']"
Operating profit fell EUR 151 mn EUR 246 mn 2006,negative,"['Operating', 'profit', 'fell', 'EUR', '151', 'mn', 'EUR', '246', 'mn', '2006']"
also cut price projection paper packaging analyst Goldman Sachs said note Monday,negative,"['also', 'cut', 'price', 'projection', 'paper', 'packaging', 'analyst', 'Goldman', 'Sachs', 'said', 'note', 'Monday']"
LEE httpstksco24kM LEE ready exit bankruptcy Strong volume today,positive,"['LEE', 'httpstksco24kM', 'LEE', 'ready', 'exit', 'bankruptcy', 'Strong', 'volume', 'today']"
Finnish lifting equipment maker Konecranes Oyj said July 30 2008 net profit rose 712 mln euro 1111 mln first half 2008 571 mln euro 891 mln period 2007,positive,"['Finnish', 'lifting', 'equipment', 'maker', 'Konecranes', 'Oyj', 'said', 'July', '30', '2008', 'net', 'profit', 'rose', '712', 'mln', 'euro', '1111', 'mln', 'first', 'half', '2008', '571', 'mln', 'euro', '891', 'mln', 'period', '2007']"
new activity incur investment 5 MEUR,neutral,"['new', 'activity', 'incur', 'investment', '5', 'MEUR']"
Tip week Panfish like bluegill great fun catch especially child new fishing,neutral,"['Tip', 'week', 'Panfish', 'like', 'bluegill', 'great', 'fun', 'catch', 'especially', 'child', 'new', 'fishing']"
Net cash flow operating activity negative EUR 31 mn compared EUR 233 mn corresponding period 2009,neutral,"['Net', 'cash', 'flow', 'operating', 'activity', 'negative', 'EUR', '31', 'mn', 'compared', 'EUR', '233', 'mn', 'corresponding', 'period', '2009']"
Added long friday close SPY LABU BLUE AMZN,positive,"['Added', 'long', 'friday', 'close', 'SPY', 'LABU', 'BLUE', 'AMZN']"
company continued development fully human antibody VAP1 antibody program,neutral,"['company', 'continued', 'development', 'fully', 'human', 'antibody', 'VAP1', 'antibody', 'program']"
BRIEFLegal Generals retirement business book 4 billion stg H1 sale,positive,"['BRIEFLegal', 'Generals', 'retirement', 'business', 'book', '4', 'billion', 'stg', 'H1', 'sale']"
Okmetic silicon wafer part processing chain produce end product improve human interaction quality life,neutral,"['Okmetic', 'silicon', 'wafer', 'part', 'processing', 'chain', 'produce', 'end', 'product', 'improve', 'human', 'interaction', 'quality', 'life']"
HELSINKI AFX Nokian Tyres reported fourth quarter pretax profit 615 mln eur 486 mln back strong sale,positive,"['HELSINKI', 'AFX', 'Nokian', 'Tyres', 'reported', 'fourth', 'quarter', 'pretax', 'profit', '615', 'mln', 'eur', '486', 'mln', 'back', 'strong', 'sale']"
addition production Varpaisj rvi factory stopped beginning April 2009,neutral,"['addition', 'production', 'Varpaisj', 'rvi', 'factory', 'stopped', 'beginning', 'April', '2009']"
GSK join China trade push UK trumpet healthcare deal,positive,"['GSK', 'join', 'China', 'trade', 'push', 'UK', 'trumpet', 'healthcare', 'deal']"
module product available trial 3Q07 volume delivery 4Q07,neutral,"['module', 'product', 'available', 'trial', '3Q07', 'volume', 'delivery', '4Q07']"
Operating loss totalled EUR 09 mn profit EUR 27 mn,neutral,"['Operating', 'loss', 'totalled', 'EUR', '09', 'mn', 'profit', 'EUR', '27', 'mn']"
LONDON AFX Fortum said agreed sell industrial maintenance service operation fund managed CapMan undisclosed sum,neutral,"['LONDON', 'AFX', 'Fortum', 'said', 'agreed', 'sell', 'industrial', 'maintenance', 'service', 'operation', 'fund', 'managed', 'CapMan', 'undisclosed', 'sum']"
Global Banking News 28 September 2010 Tieto Corporation Pohjola Bank PINK POJLF cooperate SWIFT service,positive,"['Global', 'Banking', 'News', '28', 'September', '2010', 'Tieto', 'Corporation', 'Pohjola', 'Bank', 'PINK', 'POJLF', 'cooperate', 'SWIFT', 'service']"
current reference grade instrument challenging operate due high price complexity routine use,neutral,"['current', 'reference', 'grade', 'instrument', 'challenging', 'operate', 'due', 'high', 'price', 'complexity', 'routine', 'use']"
UPDATE 1Dairy Crest loses third Morrisons milk contract,negative,"['UPDATE', '1Dairy', 'Crest', 'loses', 'third', 'Morrisons', 'milk', 'contract']"
Deutsche Bank Downgraded Starbucks Co SBUX httpstcoQqlEvVwPMV httpstcof2PdQjuTHa,negative,"['Deutsche', 'Bank', 'Downgraded', 'Starbucks', 'Co', 'SBUX', 'httpstcoQqlEvVwPMV', 'httpstcof2PdQjuTHa']"
EuroChem CFO Andrey Ilyin said facility mark another important step EuroChem securing longterm financing necessary potash strategic project,positive,"['EuroChem', 'CFO', 'Andrey', 'Ilyin', 'said', 'facility', 'mark', 'another', 'important', 'step', 'EuroChem', 'securing', 'longterm', 'financing', 'necessary', 'potash', 'strategic', 'project']"
Finnish construction group YIT awarded contract install heating air conditioning cooling system new head office automobile association ADAC Munich Germany,positive,"['Finnish', 'construction', 'group', 'YIT', 'awarded', 'contract', 'install', 'heating', 'air', 'conditioning', 'cooling', 'system', 'new', 'head', 'office', 'automobile', 'association', 'ADAC', 'Munich', 'Germany']"
financial detail deployment disclosed,neutral,"['financial', 'detail', 'deployment', 'disclosed']"
point spread also Iran Iraq,neutral,"['point', 'spread', 'also', 'Iran', 'Iraq']"
Pretax profit totaled EUR 49 mn compared EUR 52 mn first quarter 2005,neutral,"['Pretax', 'profit', 'totaled', 'EUR', '49', 'mn', 'compared', 'EUR', '52', 'mn', 'first', 'quarter', '2005']"
Talvivaara listed London Stock Exchange Main Market NASDAQ OMX Helsinki included FTSE 250 Index,neutral,"['Talvivaara', 'listed', 'London', 'Stock', 'Exchange', 'Main', 'Market', 'NASDAQ', 'OMX', 'Helsinki', 'included', 'FTSE', '250', 'Index']"
sale price disclosed,neutral,"['sale', 'price', 'disclosed']"
value total investment EUR 600mn,neutral,"['value', 'total', 'investment', 'EUR', '600mn']"
availability Internet service highlighted service offer Kesko KGroup store,neutral,"['availability', 'Internet', 'service', 'highlighted', 'service', 'offer', 'Kesko', 'KGroup', 'store']"
share capital Biotie Therapies Corp constitutes 90211860 share aggregate number voting right attached share amount 90211860,neutral,"['share', 'capital', 'Biotie', 'Therapies', 'Corp', 'constitutes', '90211860', 'share', 'aggregate', 'number', 'voting', 'right', 'attached', 'share', 'amount', '90211860']"
Profit period fell EUR 16 mn EUR 75 mn JanuarySeptember 2008,neutral,"['Profit', 'period', 'fell', 'EUR', '16', 'mn', 'EUR', '75', 'mn', 'JanuarySeptember', '2008']"
End Day Scan Stochastic Overbought JDST FREE BLRX LPG AFSI DVAX HDGE AHT ALR ASMB wwwdailystockplayscom,negative,"['End', 'Day', 'Scan', 'Stochastic', 'Overbought', 'JDST', 'FREE', 'BLRX', 'LPG', 'AFSI', 'DVAX', 'HDGE', 'AHT', 'ALR', 'ASMB', 'wwwdailystockplayscom']"
ALEXANDRIA Va Jan 9 United States Patent 7862685 issued Jan 4 assigned Kemira Chemicals Inc Marietta Ga,neutral,"['ALEXANDRIA', 'Va', 'Jan', '9', 'United', 'States', 'Patent', '7862685', 'issued', 'Jan', '4', 'assigned', 'Kemira', 'Chemicals', 'Inc', 'Marietta', 'Ga']"
part reorganization KaukoTelko Ltd divided Telko Ltd Leipurin Ltd Hamina Terminal Services Ltd Kaukomarkkinat Ltd,neutral,"['part', 'reorganization', 'KaukoTelko', 'Ltd', 'divided', 'Telko', 'Ltd', 'Leipurin', 'Ltd', 'Hamina', 'Terminal', 'Services', 'Ltd', 'Kaukomarkkinat', 'Ltd']"
CompaniesNew Aggreko CEO reshape business strip cost,positive,"['CompaniesNew', 'Aggreko', 'CEO', 'reshape', 'business', 'strip', 'cost']"
Germany innovational center united focusing company aim use technology development new kind activity supporting beginner company entire spectrum service,neutral,"['Germany', 'innovational', 'center', 'united', 'focusing', 'company', 'aim', 'use', 'technology', 'development', 'new', 'kind', 'activity', 'supporting', 'beginner', 'company', 'entire', 'spectrum', 'service']"
Finnish power supply solution system provider Efore Oyj said net loss widened 32 mln euro 42 mln first quarter fiscal 20062007 ending October 31 2007 900000 euro 12 mln period fiscal 200506,neutral,"['Finnish', 'power', 'supply', 'solution', 'system', 'provider', 'Efore', 'Oyj', 'said', 'net', 'loss', 'widened', '32', 'mln', 'euro', '42', 'mln', 'first', 'quarter', 'fiscal', '20062007', 'ending', 'October', '31', '2007', '900000', 'euro', '12', 'mln', 'period', 'fiscal', '200506']"
AstraZeneca sell Caprelsa right Sanofi unit,positive,"['AstraZeneca', 'sell', 'Caprelsa', 'right', 'Sanofi', 'unit']"
stock large player selling httpstkscot0Vel CROX GOGO INO,negative,"['stock', 'large', 'player', 'selling', 'httpstkscot0Vel', 'CROX', 'GOGO', 'INO']"
carrier said Area travel agency sell outlet sister chain Suomen Matkatoimisto SMTand use remaining bricksandmortar presence primarily target business customer going forward,neutral,"['carrier', 'said', 'Area', 'travel', 'agency', 'sell', 'outlet', 'sister', 'chain', 'Suomen', 'Matkatoimisto', 'SMTand', 'use', 'remaining', 'bricksandmortar', 'presence', 'primarily', 'target', 'business', 'customer', 'going', 'forward']"
Profit tax decreased 9 EUR 1878 mn first nine month 2008 compared EUR 2071 mn year earlier,neutral,"['Profit', 'tax', 'decreased', '9', 'EUR', '1878', 'mn', 'first', 'nine', 'month', '2008', 'compared', 'EUR', '2071', 'mn', 'year', 'earlier']"
EU regulator back approval GSK injectable asthma drug,positive,"['EU', 'regulator', 'back', 'approval', 'GSK', 'injectable', 'asthma', 'drug']"
AAPL 620 resistance area,neutral,"['AAPL', '620', 'resistance', 'area']"
Munich 14 January 2008 BAVARIA Industriekapital AG closed acquisition Elcoteq Communications Technology GmbH Offenburg Germany approval,neutral,"['Munich', '14', 'January', '2008', 'BAVARIA', 'Industriekapital', 'AG', 'closed', 'acquisition', 'Elcoteq', 'Communications', 'Technology', 'GmbH', 'Offenburg', 'Germany', 'approval']"
Technopolis St Petersburg Telecommunications University Russian Support Fund Legislative Initiatives signed protocol intent May year set technopark St Petersburg base St Petersburg Telecommunications University,neutral,"['Technopolis', 'St', 'Petersburg', 'Telecommunications', 'University', 'Russian', 'Support', 'Fund', 'Legislative', 'Initiatives', 'signed', 'protocol', 'intent', 'May', 'year', 'set', 'technopark', 'St', 'Petersburg', 'base', 'St', 'Petersburg', 'Telecommunications', 'University']"
Finnish property investment company Citycon plan issue directed subordinated convertible bond institutional investor,neutral,"['Finnish', 'property', 'investment', 'company', 'Citycon', 'plan', 'issue', 'directed', 'subordinated', 'convertible', 'bond', 'institutional', 'investor']"
Aspocomp intends set plant manufacture printed circuit board investment Rs310 crore,neutral,"['Aspocomp', 'intends', 'set', 'plant', 'manufacture', 'printed', 'circuit', 'board', 'investment', 'Rs310', 'crore']"
needed provides also information ferry connection hotel,neutral,"['needed', 'provides', 'also', 'information', 'ferry', 'connection', 'hotel']"
operating profit turnover sixmonth period increased respectively EUR0 1 EUR29 0 compared corresponding period year ago,positive,"['operating', 'profit', 'turnover', 'sixmonth', 'period', 'increased', 'respectively', 'EUR0', '1', 'EUR29', '0', 'compared', 'corresponding', 'period', 'year', 'ago']"
Private equity investor CapMan owner Finnish Lumene cosmetic company planning list Lumene,neutral,"['Private', 'equity', 'investor', 'CapMan', 'owner', 'Finnish', 'Lumene', 'cosmetic', 'company', 'planning', 'list', 'Lumene']"
hold 38 percent Outokumpu share voting right 2001 lawmaker gave permission reduce stake 10 percent,neutral,"['hold', '38', 'percent', 'Outokumpu', 'share', 'voting', 'right', '2001', 'lawmaker', 'gave', 'permission', 'reduce', 'stake', '10', 'percent']"
EXCLUSIVEBP Chinas CNPC unveil oil alliance source,positive,"['EXCLUSIVEBP', 'Chinas', 'CNPC', 'unveil', 'oil', 'alliance', 'source']"
Yakima created position emerging economic downturn,neutral,"['Yakima', 'created', 'position', 'emerging', 'economic', 'downturn']"
AAPL short 59249,negative,"['AAPL', 'short', '59249']"
Lloyds cut 945 job part threeyear restructuring strategy,negative,"['Lloyds', 'cut', '945', 'job', 'part', 'threeyear', 'restructuring', 'strategy']"
AMRN many time find top bottom short start rejoicing bull start rejoicing Currently short rejoicing,negative,"['AMRN', 'many', 'time', 'find', 'top', 'bottom', 'short', 'start', 'rejoicing', 'bull', 'start', 'rejoicing', 'Currently', 'short', 'rejoicing']"
Grounds notification Tiimari Plc 12302010 issued Capital Convertible Loan allocation decision Board 01312011,neutral,"['Grounds', 'notification', 'Tiimari', 'Plc', '12302010', 'issued', 'Capital', 'Convertible', 'Loan', 'allocation', 'decision', 'Board', '01312011']"
organization assume responsibility operation Russia,neutral,"['organization', 'assume', 'responsibility', 'operation', 'Russia']"
Swedish Maritime Administration closed Furusund Channel Viking Line normally charter en route Stockholm,neutral,"['Swedish', 'Maritime', 'Administration', 'closed', 'Furusund', 'Channel', 'Viking', 'Line', 'normally', 'charter', 'en', 'route', 'Stockholm']"
SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 2008 245 PM Company update full year outlook estimate result remain loss full year,neutral,"['SSH', 'COMMUNICATIONS', 'SECURITY', 'CORP', 'STOCK', 'EXCHANGE', 'RELEASE', 'OCTOBER', '14', '2008', '245', 'PM', 'Company', 'update', 'full', 'year', 'outlook', 'estimate', 'result', 'remain', 'loss', 'full', 'year']"
building 40 condominium built 4 5 stage,neutral,"['building', '40', 'condominium', 'built', '4', '5', 'stage']"
Barclays PLC Lloyds Banking Group PLC 2 Banks Id Buy Today,positive,"['Barclays', 'PLC', 'Lloyds', 'Banking', 'Group', 'PLC', '2', 'Banks', 'Id', 'Buy', 'Today']"
Finland Martela offer comprehensive service cover entire process change initial inventory design removal maintenance,neutral,"['Finland', 'Martela', 'offer', 'comprehensive', 'service', 'cover', 'entire', 'process', 'change', 'initial', 'inventory', 'design', 'removal', 'maintenance']"
Tesla Motors recall 2700 Model X SUVs TSLA httpstcoF55dx4aegI,negative,"['Tesla', 'Motors', 'recall', '2700', 'Model', 'X', 'SUVs', 'TSLA', 'httpstcoF55dx4aegI']"
company board director propose dividend EUR 014 2008 annual general meeting,neutral,"['company', 'board', 'director', 'propose', 'dividend', 'EUR', '014', '2008', 'annual', 'general', 'meeting']"
last job loss related reduction take place 2010,neutral,"['last', 'job', 'loss', 'related', 'reduction', 'take', 'place', '2010']"
Sold TZA 45 PUT 1 hedging 45 CALL Letting call ride solo,positive,"['Sold', 'TZA', '45', 'PUT', '1', 'hedging', '45', 'CALL', 'Letting', 'call', 'ride', 'solo']"
